Topic,Count,Name,Representation,Representative_Docs
65,497,65_adversarial_attack_defense_robustness,"['adversarial', 'attack', 'defense', 'robustness', 'backdoor', 'image', 'watermark', 'steganography', 'perturbation', 'dnn']","['black box adversarial transferability empirical study cybersecurity perspective rapid advancement artificial intelligence realm cybersecurity raise significant security concern vulnerability deep learning model adversarial attack major issue adversarial machine learning malicious user try fool deep learning model insert adversarial perturbation input model training testing phase subsequently reduce model confidence score result incorrect classification novel key contribution research empirically test black box adversarial transferability phenomenon cyber attack detection system indicate adversarial perturbation input generate surrogate model similar impact target model produce incorrect classification empirically validate phenomenon surrogate target model adversarial perturbation input generate base surrogate model hacker complete information base adversarial perturbation input surrogate target model evaluate inference phase extensive experimentation dataset result classify term performance metric like accuracy precision recall score finding indicate deep learning model highly susceptible adversarial attack attacker access internal detail target model result indicate white box adversarial attack severe impact compare black box adversarial attack need investigate explore adversarial defence technique increase robustness deep learning model adversarial attack', 'cascade adversarial machine learning regularize unify embedding inject adversarial example training know adversarial training improve robustness step attack unknown iterative attack address challenge iteratively generate adversarial image easily transfer network train strategy inspire observation propose cascade adversarial training transfer knowledge end result adversarial training train network scratch inject iteratively generate adversarial image craft defend network addition step adversarial image network train propose utilize embed space classification low level pixel level similarity learn ignore unknown pixel level perturbation training inject adversarial image replace corresponding clean image penalize distance embedding clean adversarial experimental result cascade adversarial training propose low level similarity learning efficiently enhance robustness iterative attack expense decrease robustness step attack combine technique improve robustness bad case black box attack scenario', 'improve behavior base authentication adversarial attack xai recent year machine learning model especially deep neural network widely classification task security domain model show vulnerable adversarial manipulation small change learn adversarial attack model apply input cause significant change output research adversarial attack correspond defense method focus scenario adversarial sample directly generate attack model study explore practical scenario behavior base authentication adversarial sample collect attacker generate adversarial sample model replicate attacker certain level discrepancy propose explainable ai xai base defense strategy adversarial attack scenario feature selector train method filter original authenticator filter feature vulnerable adversarial attack irrelevant authentication retain feature robust comprehensive experiment demonstrate xai base defense strategy effective adversarial attack outperform defense strategy adversarial training defensive distillation']"
66,490,66_shower_cosmic_neutrino_ray,"['shower', 'cosmic', 'neutrino', 'ray', 'air', 'icecube', 'energy', 'muon', 'detector', 'auger']","['ultra high energy neutrino detection radio antenna ground base observatory ultra high energy uhe neutrino unique cosmic messenger traverse cosmological distance unattenuate offer direct insight energetic process universe radio detection promise significant advantage detect highly incline air shower induce uhe neutrinos include large exposure range compare particle detector minimal atmospheric attenuation radio signal combine good reconstruction precision furthermore technique improve air shower longitudinal reconstruction identify neutrino interaction far atmosphere work present method identify uhe neutrino radio antenna deploy ground base observatory introduce reconstruction algorithm base radio emission maximum demonstrate power distinguish deeply develop neutrino induce shower background cosmic ray pierre auger observatory case study use simulation induce air shower evaluate trigger efficiency reconstruction performance result effective area result radio detection significantly enhance sensitivity inclined shower eev complement traditional surface detector technique highly scalable applicable future radio observatory grand propose reconstruction identification strategy provide pathway achieve sensitivity need detect uhe neutrinos', 'reconstruct cosmic ray energy radio signal measure single station short radio pulse measure shower high energy cosmic ray neutrino commonly antenna station need reconstruct energy air shower describe novel method rely radio signal measure antenna station exploit broad frequency bandwidth mhz obtain statistical energy resolution well realistic monte carlo set method step energy reconstruction radio signal neutrino induced shower promising tool cosmic ray radio array especially hybrid array air shower geometry provide independent detector method provide precise handle energy shower sparse array', 'composition sub pev cosmic ray icecube implementation low energy trigger surface array icecube neutrino observatory able record cosmic ray induce air shower primary energy tev extension energy range close gap direct indirect observation primary cosmic ray provide potential test validity hadronic interaction model sub pev regime composition analysis icecube highly benefit multi detector design combine measurement electromagnetic shower component low energy muon surface response ice array associate high energy muon improve directional reconstruction accuracy open unique possibility extract primary particle mass contribution new methodical approach analysis low energy air shower present include technique identification coincident background ice detector machine learning model base convolutional neural network determine elemental composition achieve performance primary mass discrimination energy reconstruction air shower event discuss']"
67,478,67_dot_quantum_spin_electron,"['dot', 'quantum', 'spin', 'electron', 'qubit', 'single', 'qd', 'gate', 'charge', 'qds']","['spin relaxation inhomogeneous quantum dot array study electron spin resonance electron state inhomogeneous ge si quantum dot array group closely space quantum dot study conventional continuous wave esr spin echo method find existence quantum dot group allow increase spin relaxation time system create structure allow change effective localization radius electron external magnetic field localization radius close size quantum dot group obtain fourfold increase spin relaxation time compare conventional homogeneous quantum dot array effect attribute averaging local magnetic field relate nuclear spin stabilization electron forth motion quantum dot group', 'quantum dot array controllable inter dot tunnel coupling interaction electron array electrostatically define quantum dot naturally describe fermi hubbard hamiltonian high degree tunability system powerful platform simulate different regime hubbard model quantum dot array implementation limit dimensional linear array letter present square lattice unit cell quantum dot define electrostatically algaas gaas heterostructure double layer gate technique probe property array nearby quantum dot operate charge sensor deterministically dynamically control charge occupation quantum dot electron regime additionally achieve simultaneous individual control near neighbor tunnel coupling range finally demonstrate fast single shot readout spin state electron dot spin charge conversion pauli spin blockade advance pave way analog quantum simulation dimension previously accessible quantum dot system', 'single electron charge sensing self assemble quantum dot measure single electron charge fundamental quantum technology charge sensing ingredient measurement single spin single photon develop semiconductor gate define quantum dot lead intensive study physics application single electron charge single electron spin photon electron quantum interface technology realize self assemble quantum dot despite fascinating quantum transport phenomenon outstanding optical functionality paper report charge sense experiment self assemble quantum dot choose adjacent dot fabricate source drain electrode dot dot work charge sensor target dot sensor dot current significantly change number electron target dot change demonstrate single electron charge sensing demonstrate real time detection single electron tunnelling event charge sense technique important step combine efficient electrical readout single electron intriguing quantum transport physic advanced optical photonic technology develop self assemble quantum dot']"
68,473,68_detector_scintillator_calorimeter_gem,"['detector', 'scintillator', 'calorimeter', 'gem', 'scintillation', 'silicon', 'sensor', 'readout', 'resolution', 'beta']","['modeling scintillation photon transport reconstruction algorithm time flight detector neutrino experiment upgrade aim reduce systematic uncertainty cp violating phase reject non cp violation hypothesis confidence level crucial component upgrade alongside super fine grain detector superfgd high angle time projection chamber tpc time flight tof detector significantly enhance background rejection particle identification capability tof detector feature module cube configuration plastic scintillator bar measure equip silicon photomultiplier sipm array end capture scintillation light letter outline modelling detector response signal reconstruction process', 'comparison response base fast neutron detector liquid scintillator reference detector comparison pulse shape discrimination characteristic novel base pressurized scintillation detector liquid scintillator reference detector mixed field neutron gamma ray source high resolution scintillation pulse digitizer particular capability fast neutron detector discriminate neutron gamma ray investigate liquid scintillator reference cell produce wide range scintillation light yield response gamma ray field source stark contrast size pressure gas volume base detector register maximum scintillation light yield gamma ray field pulse shape discrimination particle scintillation light yield excellent case base detector signal unambiguously neutron enable particle identification base entirely scintillation light produce', 'measurement basic characteristic gain uniformity triple gem detector large area gas electron multipli gem detector preferred choice tracking device major nuclear particle physics experiment uniformity surface detector term gain energy resolution efficiency crucial optimum performance detector present work detailed performance study triple gem detector operate ar gas mixture proportion make voltage scan efficiency rh beta source cosmic ray gain energy resolution detector study x ray spectrum source uniformity detector investigate divide detector zone measure gain energy resolution center zone variation gain energy resolution find respectively study essential characterise gem detector final use experiment']"
69,447,69_segmentation_object_semantic_detection,"['segmentation', 'object', 'semantic', 'detection', 'image', 'feature', 'label', 'pixel', 'dataset', 'mask']","['sim semantic aware instance mask generation box supervise instance segmentation weakly supervise instance segmentation bound box annotation recently attract research attention current effort leverage low level image feature extra supervision explicitly exploit high level semantic information object ineffective foreground object similar appearance background object nearby propose new box supervise instance segmentation approach develop semantic aware instance mask sim generation paradigm instead heavily rely local pair wise affinity neighboring pixel construct group category wise feature centroid prototype identify foreground object assign semantic level pseudo label consider semantic aware prototype distinguish different instance semantic propose self correction mechanism rectify falsely activate region enhance correct one furthermore handle occlusion object tailor copy paste operation weakly supervise instance segmentation task augment challenge training datum extensive experimental result demonstrate superiority propose sim approach state art method source code', 'weakly supervise semantic segmentation base web image co segmentation train fully convolutional network fcn semantic segmentation require large number mask pixel level labelling involve large human labour time annotation contrast web image image level label easy cheap obtain work propose novel method weakly supervise semantic segmentation image level label method utilize internet retrieve large number image use large scale co segmentation framework generate mask retrieve image retrieve image search engine flickr google semantic class name query class name dataset pascal voc use high quality mask produce co segmentation retrieve image target dataset image image level label train segmentation network obtain iou score test set pascal voc reach state art performance', 'pcam weakly supervise semantic segmentation point supervision current state art method generate semantic segmentation rely heavily large set image pixel label class interest label background come label especially domain require expert annotation come heavy cost time money method show learn semantic segmentation expensive image level label effectiveness point level label healthy compromise pixel label remain largely unexplored paper present novel procedure produce semantic segmentation image give point level annotation method include point annotation training convolutional neural network cnn produce improve localization class activation map use cnn predict semantic affinity order propagate rough class label create pseudo semantic segmentation label finally propose train cnn normally fully supervise pseudo label place ground truth label improve performance simplifie inference process require cnn inference method achieve state art result point supervise semantic segmentation pascal voc dataset outperform state art method strong bounding box squiggle supervision']"
70,438,70_community_network_node_degree,"['community', 'network', 'node', 'degree', 'graph', 'centrality', 'modularity', 'structure', 'detection', 'complex']","['detect important node community structure spectrum graph complex system represent network network break subnetwork community wide interest development method detect node important community fast accurate challenging open problem manuscript introduce new approach characterize node importance community centrality metric propose measure importance network node community structure spectrum adjacency matrix define node importance community relative change eigenvalue network adjacency matrix removal second propose index distinguish kind important node community community core bridge index rely spectrum graph matrix apply artificial network real world network new methodology give basic approach solve challenge problem provide realistic result', 'grow community network local event study community network attract considerable attention recently paper propose evolve community network model base local process addition new node intra community new link inter community employ growth preferential attachment mechanism generate network generalized power law distribution node degree', 'correlation analysis node identify real community network significant problem analysis complex network reveal community structure network node tightly connect community sparse connection previous algorithm community detection real world network shortcoming high complexity require prior information number size community unable obtain result partition multiple run paper propose simple effective algorithm use correlation node require optimization predefine objective function information number size community test algorithm real world synthetic graph community structure know observe propose algorithm detect know structure high applicability reliability apply algorithm network community structure unknown find detect deterministic informative community partition case']"
71,437,71_integrable_equation_hierarchy_hamiltonian,"['integrable', 'equation', 'hierarchy', 'hamiltonian', 'symmetry', 'lax', 'toda', 'system', 'differential', 'lie']","['reduction toda lattice hierarchy generalize kdv hierarchy matrix model toda lattice hierarchy associate matrix formulation kp hierarchy provide framework drinfeld sokolov reduction scheme realize hamiltonian action second kp poisson bracket work free current abelianize second kp hamiltonian structure able obtain unified formalism reduce hierarchy interpolate ordinary kp kdv hierarchy correspond lax operator give superdeterminant grade sl matrix diagonal gauge describe bracket structure field content particular provide explicit free field representation associate m poisson bracket algebra generalize familiar nonlinear discrete transformation generate naturally lattice translation underlie toda like hierarchy application demonstrate equivalence matrix string model sl hierarchy', 'integrable theory perturbation equation integrable theory develop perturbation equation engender small disturbance solution include integrable property perturbation equation hereditary recursion operator master symmetry linear representation lax zero curvature representation hamiltonian structure etc provide method generate hereditary operator hamiltonian operator symplectic operator start known one result perturbation equation rise sort integrable coupling soliton equation example mkdv hierarchy kp equation carefully carry', 'class integrable hamiltonian equation dimension classify integrable hamiltonian equation hamiltonian operator d dx hamiltonian density w function variable dependent variable u non locality w base method hydrodynamic reduction integrability condition derive form involutive pde system hamiltonian density h generic integrable density express term weierstrass elliptic function dispersionless lax pair commute flow dispersive deformation result equation discuss']"
72,433,72_quantum_chaotic_entanglement_system,"['quantum', 'chaotic', 'entanglement', 'system', 'chaos', 'entropy', 'dynamic', 'thermalization', 'body', 'otoc']","['chaos entanglement decoherence quantum kick analyze interplay chaos entanglement decoherence system qubit collective behaviour quantum kick dynamical entanglement single qubit rest calculate mean collective spin operator allow possibility efficiently measure entanglement dynamic experimental setting consider deeply quantum regime signature chaos present dynamical entanglement parameter accessible experiment propose cold atom evolution entanglement depend support initial state regular versus chaotic floquet eigenstate phase space distribution concentrate correspond regular chaotic eigenstructure include effect decoherence realistic model signature chaos entanglement dynamic persist presence decoherence addition classical chaos affect decoherence rate', 'quantum chaos pt symmetric quantum system study explore interplay quantum chaos non hermitian dynamical system consider extension standard diagnostic quantum chaos complex level space ratio time order correlator otocs study quantum kick rotor model kicked rotor long regard paradigmatic dynamic system study classical quantum chaos introduce non hermiticity quantum kick rotor uncover new phase transition absent hermitian system study complex level spacing ratio locate regime integrable chaotic chaotic break find complex level spacing ratio distinguish phase calculation otoc relate classical lyapunov exponent semi classical limit investigate nature regime phase boundary phase otoc exhibit behaviour akin observe hermitian system integrable chaotic regime broken phase otoc demonstrate additional exponential growth stem complex nature eigenvalue spectrum later time derive analytical form late time behaviour otoc define normalized otoc mitigate effect cause breaking otoc exhibit singular behaviour transition chaotic phase break chaotic phase', 'system symmetry classification time order correlator dynamic quantum chaos symmetry chaotic system play pivotal role determine universality class spectral statistic dynamical behavior describe framework random matrix theory understand influence system symmetry behavior crucial characterize universal property quantum chaotic system work explore universality time order correlator otoc dynamic quantum chaotic system focus kicked rotor kick harper model modulate periodically kick potential control system symmetry examine impact otoc dynamic level spacing distribution result ensemble average otoc dynamic exhibit distinct universal behavior depend system symmetry enable classification random matrix theory distinction evident localization time localize regime emerge specific time scale correspond translational period floquet operator momentum space quantum resonance condition finding provide rigorous understanding relationship symmetry quantum chaotic dynamic contribute deep comprehension universal behavior system']"
73,427,73_graph_node_gnn_network,"['graph', 'node', 'gnn', 'network', 'neural', 'gnns', 'classification', 'label', 'learning', 'representation']","['pre train learn preserve global information graph neural network graph neural network gnns show great power learn attribute graph challenge gnn utilize information faraway source node general gnn require graph attribute input apple plain graph paper propose new model name g gnn global information gnn address limitation global structure attribute feature node obtain unsupervised pre training preserve global information associate node global feature raw network attribute propose parallel framework gnn learn different aspect feature propose learning method apply plain graph attribute graph extensive experiment show g gnns outperform state art model standard evaluation graph specially method establish new benchmark record cora pubmed learn attribute graph', 'simple effective baseline non attributed graph classification graph complex object lend easily typical learning task recently range approach base graph kernel graph neural network develop graph classification representation learning graph general develop methodology sophisticated important understand component increasingly complex method necessary effective step develop simple meaningful graph representation explore effectiveness graph classification test baseline representation graph classification task range graph dataset interestingly simple representation achieve similar performance state art graph kernel graph neural network non attributed graph classification performance classify attribute graph slightly weak incorporate attribute give simplicity efficiency believe serve effective baseline attribute graph classification graph representation efficient linear time compute provide simple connection graph neural network note observation task graph classification existing method design broad scope include node embed link prediction result likely bias limited benchmark dataset available good performance simple baseline call development new comprehensive benchmark dataset well evaluate analyze different graph learning method furthermore give computational efficiency graph summary believe good candidate baseline method future graph classification graph learn study', 'node wise localization graph neural network graph neural network gnn emerge powerful family representation learning model graph derive node representation utilize global model recursively aggregate information neighboring node different node reside different part graph different local contexts make distribution vary graph ideally node receive neighborhood information function local context diverge global gnn model share node utilize node locality overfitte propose node wise localization gnn account global local aspect graph globally node graph depend underlie global gnn encode general pattern graph locally node localize unique model function global model local context finally conduct extensive experiment benchmark graph consistently obtain promising performance surpass state art gnn']"
74,425,74_neutron_star_matter_eos,"['neutron', 'star', 'matter', 'eos', 'quark', 'crust', 'radius', 'nuclear', 'mass', 'equation']","['fully general relativistic description rapidly rotate axially symmetric neutron star constrain nuclear matter equation state background constrain nuclear matter equation state eos neutron star observation main subject nuclear physics today general neutron star rotate rapidly structure neutron star affect especially millisecond pulsar well constrain nuclear eo important describe neutron star structure take account effect rotation fully relativistic manner purpose study investigate internal structure neutron star influence rotation explore correlation rotational effect eos parameter base realistic calculation rapidly rotate neutron star base keh method provide stable solution axially symmetric rotate equilibrium configuration result different skyrme eos parameter set find maximum angular frequency achievable rotate neutron star calculate keh method vary depend stiffness equation state confirm increase rotate frequency lead overall increase mass radius m r curve perform calculation frequently reference neutron star examine change mass radius correlate nuclear matter property saturation density result suggest rotational constraint require conservative interpretation account realistic stellar deformation effect conclusion place stringent constraint nuclear eos base observational datum essential account effect rotation neutron star model particular influence rotation increasingly significant high spin frequency neglect rapidly rotate system', 'equation state nuclear matter property neutron star equation state beta stable nuclear matter calculate numerically tolman oppenheimer volkov equation structure neutron star solve fourth order runge kutta algorithm show mass radius neutron star function central density neutron star maximum mass solar mass corresponding radius km obtain consider equation state nuclear matter obey causality new factor c add nuclear potential energy formula new equation state beta stable nuclear matter new maximum mass solar mass radius km neutron star obtain finally contribution cosmological constant structure neutron star discuss find cosmological constant minimal negligible influence property neutron star', 'new temperature dependent hyperonic equation state application rotate neutron star model q relation work present newly construct equation state eos stellar core collapse neutron star include entire baryon octet eos compatible main constraint nuclear physics particular maximum mass cold beta equilibrate neutron star solar mass agreement recent observation application new eo compute numerical stationary model rapidly rigidly rotate hot neutron star consider maximum mass hot star proto neutron star hypermassive neutron star post merger phase binary neutron star coalescence universality q relation nonzero temperature fast rotate model compare purely nuclear eo counterpart contain lambda hyperon entire baryon octet respectively discuss find q universality break thermal effect important value entropy gradient model use q relation analysis proto neutron star merger remnant datum include gravitational wave signal stage binary neutron star merger regard care']"
75,424,75_protein_drug_molecular_molecule,"['protein', 'drug', 'molecular', 'molecule', 'prediction', 'peptide', 'sequence', 'ligand', 'discovery', 'structure']","['graph enhance protein sequence modeling efficient clustering protein essential life process underpin evolution diversity advance sequence technology reveal million protein underscore need sophisticated pre train protein model biological analysis ai development facebook advanced protein language model date leverage mask prediction task unsupervised learning craft amino acid representation notable biochemical accuracy lack deliver functional protein insight signal opportunity enhance representation study address gap incorporate protein family classification approach augment community propagation base clustering algorithm improve global protein representation contextual prediction task fine tune local amino acid accuracy significantly model achieve state art result downstream experiment demonstrate power combine global local methodology substantially boost protein representation quality', 'computational protein design deep learning neural network computational protein design wide variety application despite remarkable success design protein give structure function challenging task hand number solved protein structure rapidly increase number unique protein fold reach steady number suggest structural information accumulate fold deep learning neural network powerful method learn big datum set show superior performance machine learn field study apply deep learning neural network approach computational protein design predict probability natural amino acid residue protein large set protein structure collect multi layer neural network construct number structural property extract input feature good network achieve accuracy network output residue type restraint able improve average sequence identity design natural protein rosetta prediction network high sequence identity previous method result study benefit development computational protein design method', 'survey deep learning method protein bioinformatics impact protein design protein sequence amino acid serve basic building block live organism despite rapidly grow database document structural functional information protein sequence understanding protein remain limited large possible sequence space complex intra molecular force deep learning characterize ability learn relevant feature directly large dataset demonstrate remarkable performance field computer vision natural language processing increasingly apply recent year data rich domain protein sequence great success notably breakout performance protein structure prediction performance improvement achieve deep learning unlock new possibility field protein bioinformatic include protein design difficult useful task paper broadly categorize problem protein bioinformatics main category structural prediction functional prediction protein design review progress achieve deep learning methodology expand main challenge protein design problem highlight advance structural functional prediction directly contribute design task finally conclude identify important topic future research direction']"
76,424,76_ray_agn_kev_source,"['ray', 'agn', 'kev', 'source', 'emission', 'xmm', 'chandra', 'seyfert', 'line', 'luminosity']","['heavy absorption soft x ray emission line xmm newton spectrum type radio loud quasar report result ks xmm newton observation type quasar optical spectropolarimetric datum demonstrate presence hide broad line region powerful redden starlight correction narrow line frii radio galaxy analysis aim investigate x ray spectral property peculiar source remain poorly know far analyze kev spectroscopic datum collect epic camera x ray spectrum radio loud quasar typical local compton thin seyfert galaxy exhibit strong absorption x narrow neutral fe kalpha emission line equivalent width ev observation reveal soft portion spectrum characterize strong emission line low level scatter primary continuum possible explanation feature term thermal emission temperature collisionally ionize plasma emission unlikely high luminosity estimate component x erg s likely soft x ray emission originate photoionize plasma commonly observe obscure radio quiet seyfert like agn x ray observation definitively confirm presence hide quasar line rich spectrum steepness hard x ray continuum gamma find source weaken hypothesis bulk ofthe x ray emission radio loud agn high excitation optical line arise jet non thermal emission', 'xmm newton observation seyfert galaxy ngc nucleus present result half day observation xmm newton nucleus nearby seyfert galaxy ngc x ray spectrum nucleus consist heavily absorb hard component dominate kev band soft component see kev band hard band spectrum fit power law model photon index attenuate compton thin absorber x narrow iron line detect kev equivalent width ev line velocity width marginally resolve soft emission model power law emission scatter surround plasma rapid high amplitude variability observe hard x ray band iron line soft emission significant variability suggest nucleus experience overall long term trend decrease hard x ray intensity timescale year discuss origin spectral component', 'search hidden agn nearby star form galaxy chandra abridge aim search x ray signature agn sample star form relatively early type nearby spiral galaxy galaxy likely host nuclear super massive black hole method source ho et al optical sample isolate individual chandra x ray source close optical position calculated x ray luminosity lx x ray colour halpha luminosity star formation rate source sufficient count extract x ray spectra fit standard spectral model assess significance add fe k alpha emission gaussian component fit mean calibration standard f test rest source estimate value intrinsic hydrogen column density nhint power law photon index gamma reproduce observed x ray colour result nuclear source ngc ngc fe k alpha emission line component include high significance whilst power law flat source high star formation rate rate ngc high sample conclusion detection fe k alpha emission come central isolated source point hidden agn relatively early type star form spiral presence agn likely massive disturbed starburst x ray contribution small central source bolometric luminosity fraction x eddington luminosity x ray flux central source total galactic flux kev band']"
77,420,77_navi_stoke_solution_equation,"['navi', 'stoke', 'solution', 'equation', 'compressible', 'euler', 'incompressible', 'initial', 'regularity', 'flow']","['blowup criterion compressible flow vacuum state prove maximum norm deformation tensor velocity gradient control possible breakdown solution dimensional compressible navi stoke equation happen example initial density compactly support precisely solution compressible navi stoke equation initially regular lose regularity later time loss regularity imply growth bind deformation tensor critical time approach result ponce criterion dimensional incompressible euler equation method generalize compressible navi stoke system improve previous result addition initial vacuum state allow case', 'vanish viscosity limit navi stoke equation euler equation compressible fluid flow establish vanish viscosity limit navi stoke equation isentropic euler equation dimensional compressible fluid flow navi stoke equation exist natural invariant region equation real physical viscosity term uniform sup norm solution respect physical viscosity coefficient directly controllable furthermore convex entropy entropy flux pair produce sign entropy dissipation measure overcome difficulty develop uniform energy type estimate respect viscosity coefficient solution navi stoke equation establish existence measure value solution isentropic euler equation generate navi stoke equation base uniform energy type estimate feature isentropic euler equation establish entropy dissipation measure solution navi stoke equation weak entropy entropy flux pair generate compactly support test function confine compact set lead existence measure value solution confine tartar murat commutator relation careful characterization unbounded support measure value solution confine commutator relation yield reduction measure value solution delta mass lead convergence solution navi stoke equation finite energy entropy solution isentropic euler equation', 'compressible navi stoke equation rip density prove time propagation sobolev regularity velocity field solution dimensional compressible navi stoke equation provide volume bulk viscosity coefficient large initial velocity arbitrarily large initial density require bound particular consider characteristic function set initial density uniqueness solution equation show case perfect gas product result rigorous justification convergence inhomogeneous incompressible navi stoke equation volume viscosity tend infinity similar result prove dimensional case scale invariant smallness condition velocity field']"
78,417,78_algebra_algebras_cuntz_product,"['algebra', 'algebras', 'cuntz', 'product', 'banach', 'von', 'unital', 'neumann', 'group', 'operator']","['ideal structure crossed product cuntz algebras quasi free action abelian group completely determine ideal structure crossed product cuntz algebras quasi free action abelian group proof kishimoto result simplicity crossed product necessary sufficient condition algebra primitive compute conne spectra k group algebra', 'relative cohomology banach algebras let banach algebra necessarily unital let closed subalgebra establish connection banach cyclic cohomology group banach cyclic cohomology group prove banach algebra bound approximate identity amenable closed subalgebra topological isomorphism n establish connection banach simplicial cyclic cohomology group quotient algebra amenable close bi ideal result apply calculation group certain operator algebra include von neumann algebras', 'boundary operator algebra free uniform tree lattice let finite connect graph vertex degree fundamental group free group act universal cover tree boundary endow natural topology borel measure crossed product depend rank cuntz krieger algebra structure explicitly determine crossed product von neumann algebra possess rigidity homogeneous degree von neumann algebra hyperfinite factor type bipartite']"
79,409,79_hall_topological_fractional_insulator,"['hall', 'topological', 'fractional', 'insulator', 'chern', 'quantum', 'state', 'landau', 'symmetry', 'phase']","['fractional quantum hall hierarchy second landau level generalize fractional quantum hall hierarchy picture apply arbitrary possibly non abelian fractional quantum hall state apply nu moore read state construct new explicit trial wavefunction describe fractional quantum hall effect second landau level result hierarchy state reproduce fill fraction observed hall conductance plateaus second landau level characterize electron pair ground state excitation spectrum include non abelian anyon ising type propose unifying picture p wave pairing characterize fractional quantum hall effect second landau level', 'hall viscosity topological invariant hall conductance noninteracte fermion fill certain number landau level write topological invariant particular version invariant express term single particle green function directly generalize case interaction present include fractional hall state case invariant long correspond hall conductance argue evaluate fractional hall state invariant give twice total orbital spin fermion turn closely related hall viscosity quantity characterize integer fractional hall state recently receive substantial attention literature', 'topological bf field theory description topological insulator topological phase matter describe universally topological field theory way symmetry break phase matter describe landau ginzburg field theory propose topological insulator dimension describe version abelian theory dimensional topological insulator quantum spin hall state description essentially equivalent pair chern simon theory consistent realization phase pair integer quantum hall effect state description motivate local excitation produce flux thread state dimensional topological insulator description obvious versatile contain gapless surface dirac fermion time reversal symmetry preserve yield axion electrodynamic electromagnetic e term time reversal symmetry break surface gap change coefficient charge chern simon theory allow obtain fractional quantum hall state start integer state theory describe macroscopic level fractional topological insulator fractional statistic point like line like object']"
80,399,80_pruning_neural_network_architecture,"['pruning', 'neural', 'network', 'architecture', 'quantization', 'dnn', 'prune', 'nas', 'accelerator', 'hardware']","['automatic pruning quantize neural network neural network quantization pruning technique commonly reduce computational complexity memory footprint model deployment exist pruning strategy operate precision directly apply discrete parameter distribution quantization contrast study combination technique achieve network compression particular propose effective pruning strategy select redundant low precision filter furthermore leverage bayesian optimization efficiently determine pruning ratio layer conduct extensive experiment imagenet architecture precision particular imagenet prune model size binarize neural network quantization achieve classification accuracy model mb bit dorefa net mb', 'ps qs quantization aware pruning efficient low latency neural network inference efficient machine learn implementation optimize inference hardware wide range benefit depend application low inference latency high datum throughput reduce energy consumption popular technique reduce computation neural network prune remove insignificant synapsis quantization reduce precision calculation work explore interplay pruning quantization training neural network ultra low latency application target high energy physics use case technique develop study potential application domain study configuration prune quantization aware training term quantization aware pruning effect technique like regularization batch normalization different pruning scheme performance computational complexity information content metric find quantization aware pruning yield computationally efficient model pruning quantization task quantization aware pruning typically perform similar well term computational efficiency compare neural architecture search technique like bayesian optimization surprisingly network different training configuration similar performance benchmark application information content network vary significantly affect generalizability', 'learning filter level heterogeneous compression convolutional neural network recently deep learning de facto standard machine learn convolutional neural network cnn demonstrate spectacular success wide variety task cnn typically demanding computationally inference time way alleviate burden certain hardware platform quantization rely use low precision arithmetic representation weight activation popular method pruning number filter layer mainstream deep learning method train neural network weight keep network architecture fix emerge neural architecture search nas technique amenable training paper formulate optimal arithmetic bit length allocation neural network prune nas problem search configuration satisfy computational complexity budget maximize accuracy use differentiable search method base continuous relaxation search space propose liu et al grid search heterogeneous quantize network suffer high variance render benefit search questionable pruning improvement homogeneous case possible challenge find configuration propose method code publicly available']"
81,396,81_code_cyclic_reed_mds,"['code', 'cyclic', 'reed', 'mds', 'construction', 'codeword', 'linear', 'dual', 'weight', 'solomon']","['twisted reed solomon code article present new construction evaluation code hamming metric twisted reed solomon code reed solomon rs code mds code need case twisted r code nonetheless construction yield family mds code large subclass mds twist r code new code generalize r code achieve use property schur square code explicit description dual large subclass code conclude paper description decoder perform practice show extensive simulation result', 'cyclic code ring title non commutative ring alphabet block code original motivation construction quaternionic modular lattice code new application construction space time code obtain concatenation golden code article derive structure theorem cyclic code ring use characterize length self dual cyclic code exist code turn rise formally self dual quaternary code', 'quantum code obtain cyclic code new gray map isometry weight preserve map r define construction quantum error correct code cyclic code finite ring r v give parameter quantum code obtain cyclic code r determine']"
