Topic,Count,Name,Representation,Representative_Docs
51,473,51_recommendation_item_user_recommender,"['recommendation', 'item', 'user', 'recommender', 'preference', 'collaborative', 'click', 'session', 'system', 'dataset']","['multi behavior enhance recommendation cross interaction collaborative relation modeling previous study aim augment collaborative filtering deep neural network technique achieve well recommendation performance exist deep learning base recommender system design model singular type user item interaction behavior hardly distill heterogeneous relation user item practical recommendation scenario exist multitype user behavior browse purchase overlook user multi behavioral pattern different item exist recommendation method insufficient capture heterogeneous collaborative signal user multi behavior datum inspire strength graph neural network structured datum modeling work propose graph neural multi behavior enhance recommendation gnmr framework explicitly model dependency different type user item interaction graph base message pass architecture gnmr devise relation aggregation network model interaction heterogeneity recursively perform embed propagation neighboring node user item interaction graph experiment real world recommendation dataset gnmr consistently outperform state art method source code available', 'laser parameter efficient llm bi tune sequential recommendation collaborative information sequential recommender system essential discern user preference historical interaction facilitate target recommendation recent innovation employ large language model llm advance field encode item semantic necessitate substantial parameter tuning resource demanding work fail consider diverse characteristic different type user diminish recommendation accuracy paper propose parameter efficient large language model bi tuning framework sequential recommendation collaborative information laser specifically bi tuning work insert trainable virtual token prefix suffix input sequence freeze llm parameter optimize llm sequential recommendation laser prefix utilize incorporate user item collaborative information adapt llm recommendation task suffix convert output embedding llm language space recommendation space follow item recommendation furthermore capture characteristic different type user integrate collaborative information prefix introduce m lightweight moe base query transformer use set query expert integrate diverse user specific collaborative information encode frozen id base sequential recommender system significantly improve accuracy recommendation extensive experiment real world dataset demonstrate laser parameter efficiently adapt llm effective recommender system significantly outperform state art method', 'item recommendation implicit feedback task item recommendation select good item user large catalogue item item recommender commonly train implicit feedback consist past action positive core challenge item recommendation formulate training objective implicit feedback efficiently train model large item catalogue article provide overview item recommendation unique characteristic common approach start introduction problem discuss different training objective main body deal learn algorithm present sample base algorithm general recommender efficient algorithm dot product model finally application item recommender retrieval task discuss']"
52,471,52_navi_stoke_solution_equation,"['navi', 'stoke', 'solution', 'equation', 'compressible', 'euler', 'incompressible', 'initial', 'fluid', 'global']","['pressure regularity criterion dimensional navi stoke equation infinite channel paper consider dimensional navi stoke equation infinite channel provide sufficient condition term pressure global existence strong solution dimensional navi stoke equation', 'sure existence global weak solution incompressible generalize navi stoke equation paper consider initial value problem incompressible generalized navi stoke equation torus d generalized navi stoke equation obtain replace standard laplacian classical navi stoke equation fractional order laplacian appropriate randomization initial datum obtain sure existence global weak solution initial datum', 'global posedness dimensional compressible navi stoke vlasov system fluid particle model investigate present paper consist compressible navi stoke equation couple vlasov equation nonlinear drag force consider initial value problem dimensional compressible navi stoke vlasov system establish global existence uniqueness weak solution general initial datum spatial periodic domain spatial real line show classical solution regular initial datum']"
53,437,53_ideal_ring_module_gorenstein,"['ideal', 'ring', 'module', 'gorenstein', 'cohen', 'macaulay', 'grade', 'noetherian', 'algebra', 'monomial']","['grade component local cohomology module ideal characteristic zero let commutative noetherian ring characteristic zero r polynomial ring standard let ideal generate element form possibly nonunit monomial ideal ideal local cohomology module support monomial ideal gain great deal interest application context toric variety observe component depend coordinate negative article statement hold true general setting certain invariant component mainly focus bass number injective dimension dimension associated prime bernstein type dimension multiplicity component extra assumption regular describe finiteness bass number component bind injective dimension dimension support finally present structure theorem component ring formal power series variable characteristic zero field', 'formal grade finitely generate module local ring let ideal local ring m finitely generate r module paper concern notion m formal grade m respect integer result establish new characterization cohen macaulay module application characterization m cohen macaulay l pure submodule m support m m generalization hochster eagon result cohen macaulayness invariant ring', 'sufficient condition strong let noetherian local ring canonical ideal prove simple strongly ring particular assumption cohen macaulay normal domain']"
54,430,54_monolayer_exciton_dichalcogenide_metal,"['monolayer', 'exciton', 'dichalcogenide', 'metal', 'material', 'layer', 'interlayer', 'electronic', 'band', 'transition']","['exciton exciton interaction transition metal dichalcogenide monolayer study theoretically coulomb interaction exciton transition metal dichalcogenide tmd monolayer calculate direct exchange interaction ground excited state exciton screening coulomb interaction specific monolayer structure lead unique behavior exciton exciton scatter excited state characterize non monotonic dependence interaction function transfer momentum find nontrivial screening enable description tmd exciton interaction strength approximate formula include exciton bind parameter influence screening dielectric environment exciton exciton interaction study show qualitatively different behavior ground state excited state exciton furthermore consider exciton electron interaction excited state govern dominant attractive contribution exchange component increase excitation number result provide quantitative description exciton exciton exciton electron scattering transition metal dichalcogenide interest design perspective nonlinear optical device base tmd monolayer', 'tunable electronic energy level alignment exciton diversity organic inorganic van der waal heterostructure van der waal stack dimensional material offer powerful platform engineering material interface tailor electronic optical property van der waal multilayer feature inorganic monolayer incorporate molecular monolayer introduce new degree tunability functionality investigate hybrid bilayer compose atomically thin perylene base molecular crystal interface monolayer transition metal dichalcogenide tmds specifically ab initio body perturbation theory gw approximation bethe salpeter equation approach predict emergent property isolated constituent system notably find substantial renormalization monolayer molecular crystal band gap tmd induce polarization furthermore vary tmd monolayer demonstrate tuning energy level alignment bilayer subsequent control diversity low energy exciton include strongly bind hybrid exciton long live charge transfer exciton finding establish organic inorganic van der waal heterostructure promising class material tunable optoelectronic device quantum excitonic phenomenon expand design space low dimensional system', 'layer engineer interlayer exciton photoluminescence pl exciton serve powerful tool characterize optoelectronic property band structure semiconductor especially atomically thin transition metal chalcogenide tmd material pl quenche quickly thickness tmd material increase monolayer layer change direct indirect band transition pl recover engineering multilayer heterostructure band transition reserve direct type report emission layer engineer interlayer exciton multilayer heterostructure desire valleytronic device lifetime valley polarization valley lifetime generated interlayer exciton significantly improve compare monolayer monolayer heterostructure result pave way control property interlayer exciton layer engineering']"
55,425,55_architecture_neural_network_dnn,"['architecture', 'neural', 'network', 'dnn', 'nas', 'search', 'pruning', 'quantization', 'hardware', 'accuracy']","['unsupervise architecture representation learning help neural architecture search exist neural architecture search nas method encode neural architecture discrete encoding scale adopt supervise learning base method jointly learn architecture representation optimize architecture search representation incur search bias despite widespread use architecture representation learn nas poorly understand observe structural property neural architecture hard preserve latent space architecture representation learning search couple result effective search performance work find empirically pre training architecture representation neural architecture accuracy label considerably improve downstream architecture search efficiency explain observation visualize unsupervised architecture representation learn well encourage neural architecture similar connection operator cluster help map neural architecture similar performance region latent space make transition architecture latent space relatively smooth considerably benefit diverse downstream search strategy', 'search space adaptation differentiable neural architecture search image classification deep neural network achieve unprecedented performance task neural architecture search nas research field design neural network architecture automated process actively underway recently differentiable nas great impact reduce search cost level train single network search space define candidate architecture search directly affect performance final architecture paper propose adaptation scheme search space introduce search scope effectiveness propose method demonstrate proxylessna image classification task furthermore visualize trajectory architecture parameter update provide insight improve architecture search', 'dass differentiable architecture search sparse neural network deployment deep neural network dnn edge device hinder substantial gap performance requirement available processing power recent research significant stride develop pruning method build sparse network reduce compute overhead dnn remain considerable accuracy loss especially high pruning ratio find architecture design dense network differentiable architecture search method ineffective prune mechanism apply main reason current method support sparse architecture search space use search objective dense network pay attention sparsity paper propose new method search sparsity friendly neural architecture add new sparse operation search space modify search objective propose novel parametric sparseconv sparselinear operation order expand search space include sparse operation particular operation flexible search space sparse parametric version linear convolution operation propose search objective let train architecture base sparsity search space operation quantitative analysis demonstrate search architecture outperform stateof art sparse network imagenet dataset term performance hardware effectiveness dass increase accuracy sparse version mobilenet improvement fast inference time']"
56,418,56_equation_integrable_hamiltonian_lax,"['equation', 'integrable', 'hamiltonian', 'lax', 'system', 'hierarchy', 'toda', 'symmetry', 'integrability', 'transformation']","['reduce system partial differential equation generalize symmetry ordinary differential equation symmetry reduction system nonlinear partial differential equation study find ansatze reduce system partial differential equation system ordinary differential equation method apply system relate korteweg de vrie kdv equation reaction diffusion equation show possibility construct solution system non evolutionary equation contain arbitrary function', 'lax representation quadratic integral family non autonomous second order differential equation consider family non autonomous second order differential equation generalize equation explicitly find necessary sufficient condition member family equation admit quadratic respect derivative integral condition equivalent condition equation family consideration possess lax representation provide connection existence quadratic integral lax representation study dissipative differential equation consider analogue theorem connect lax integrability arnold liouville integrability hamiltonian system illustrate result example dissipative equation include generalization van der pol duffing equation quadratic integral lax representation', 'group theoretical identification integrable case type equation equation have non maximal number lie point symmetry carry detailed lie point symmetry group classification type equation arbitrary smooth function divide analysis part present isolate equation admit less parameter lie point symmetry parameter symmetry second identify equation admit maximal parameter lie point symmetry case invariant equation form family integrable equation case form class linearizable equation point transformation prove integrability equation obtain present paper equivalence transformation provide general solution construct time independent hamiltonian equation identify time group theoretical analysis']"
57,414,57_dislocation_alloy_grain_battery,"['dislocation', 'alloy', 'grain', 'battery', 'electrolyte', 'stress', 'material', 'strain', 'li', 'slip']","['dislocation microstructure strain gradient plasticity active slip plane study dislocation network plane vectorial phase field model introduce ortiz coworker limit small lattice spacing scaling regime total length dislocation large phase field model reduce simple model strain gradient type limit model contain term describe dimensional elastic energy strain gradient term describe energy geometrically necessary dislocation characterize tangential gradient slip energy density appear strain gradient term determine solution cell problem depend line tension energy dislocation case cubic crystal isotropic elasticity model show complex microstructure form dislocation different burger vector orientation react reduce total self energy', 'dislocation elastic field randomly distribute defect recent year behavior dislocation random solid solution receive renew interest model discuss random alloy treat effective medium contain random distribution dilatation compression center generally speak arrangement defect metal alloy characterize statistical disorder true fluctuating field arise superposition stress strain field defect order develop model dynamic dislocation interact field statistical description dislocation energy landscape associate configurational force need method coarse graining force dislocation segment vary length shape context problem arise regularize highly singular stress field associate dislocation defect formulate approach base evaluate interaction energy interaction force singular dislocation defect include solute model point like dilatation center dislocation characterize interaction term probability density interaction energy interaction force corresponding spatial correlation function consider effect dislocation core regularization term continuously distribute burger vector formalism gradient elasticity helmholtz type formulate regularized energy functional', 'dislocation dynamic shape high entropy alloy influence stress correlation long range interaction anisotropy high entropy alloy gain significant scientific interest recent year enhanced mechanical property include high yield strength combine outstanding ductility strength material originate highly heterogeneous pin stress field hinder dislocation glide plastic deformation work investigate correlation anisotropy pin stress long range nature anisotropy dislocation interaction influence propagation dislocation depinning transition alloy furthermore study impact factor manifest shape dislocation implication wide scope generic disorder system possible experimental application discuss']"
58,395,58_object_detection_segmentation_saliency,"['object', 'detection', 'segmentation', 'saliency', 'transformer', 'image', 'attention', 'vision', 'feature', 'semantic']","['boundary guide feature aggregation network salient object detection fully convolutional network fcn significantly improve performance pixel labeling task semantic segmentation depth estimation remain non trivial thoroughly utilize multi level convolutional feature map boundary information salient object detection paper propose novel fcn framework integrate multi level convolutional feature recurrently guidance object boundary information deep convolutional network extract multi level feature map separately aggregate multiple resolution generate coarse saliency map boundary information extraction branch propose generate boundary feature finally attention base feature fusion module design fuse boundary information salient region achieve accurate boundary inference semantic enhancement final saliency map combination predict boundary map integrate saliency map close ground truth experiment analysis large scale benchmark verify framework achieve new state art result', 'deepsaliency multi task deep neural network model salient object detection key problem salient object detection effectively model semantic property salient object data drive manner paper propose multi task deep saliency model base fully convolutional neural network fcnn global input raw image global output saliency map principle propose saliency model take data drive strategy encode underlie saliency prior information set multi task learning scheme explore intrinsic correlation saliency detection semantic image segmentation collaborative feature learn correlate task share fully convolutional layer produce effective feature object perception capable capture semantic information salient object different level fully convolutional layer investigate feature share property salient object detection great feature redundancy reduction finally present graph laplacian regularize nonlinear regression model saliency refinement experimental result demonstrate effectiveness approach comparison state art approach', 'unsupervised object localization observe background discover object recent advance self supervise visual representation learning pave way unsupervised method tackle task object discovery instance segmentation discover object image supervision hard task desire object separate part class answer question depend task dataset evaluation work different approach propose look background instead way salient object emerge product strong assumption object propose find simple model single initialize coarse background mask extract self supervise patch base representation fast training refine seed mask model reach state art result unsupervised saliency detection object discovery benchmark approach yield good result unsupervised semantic segmentation retrieval task code reproduce result available']"
59,389,59_permutation_word_number_pattern,"['permutation', 'word', 'number', 'pattern', 'bijection', 'set', 'family', 'parking', 'avoid', 'dyck']","['permutation complexity letter double map give countable set x usually take n z infinite permutation x linear order paper investigate combinatorial complexity infinite permutation n associate image uniformly recurrent aperiodic binary word letter double map upper bound complexity find general word formula complexity establish sturmian word thue morse word', 'minimal complexity equidistributed infinite permutation infinite permutation linear ordering set natural number infinite permutation define sequence real number order element take account paper investigate new class equidistribute infinite permutation infinite permutation define equidistributed sequence similarly infinite word complexity infinite permutation define function count number subpermutation length infinite word classical result morse hedlund state complexity infinite word satisfy word ultimately periodic minimal complexity aperiodic word equal word complexity call sturmian infinite permutation hold exist aperiodic permutation complexity function grow arbitrarily slowly permutation minimal complexity unlike permutation general minimal complexity equidistributed permutation class equidistributed permutation minimal complexity coincide class call sturmian permutation directly relate sturmian word', 'permutation class determine structure permutation avoid pattern permutation consist skew sum sequence plane tree increase sequence point increase sequence point left use characterisation establish generating function enumerate permutation investigate property typical large permutation class prove large permutation avoid choose uniformly random likely avoid']"
60,387,60_code_reed_dual_linear,"['code', 'reed', 'dual', 'linear', 'construction', 'weight', 'cyclic', 'solomon', 'decode', 'length']","['code binary extension field physical foundation investigate class code family quantum error correct code allow transversal extend definition pair linear code form code binary extension field demonstrate existence asymptotically good sequence ldpc code field', 'construction quantum code dual contain quasi cyclic code main objective quantum error correction theory construct quantum code optimal parameter property paper propose class generator quasi cyclic code study application construction quantum code small field firstly sufficient condition generator quasi cyclic code dual contain concern hermitian inner product determine utilize hermitian dual contain quasi cyclic code produce quantum code famous hermitian construction present lower bind minimum distance quasi cyclic code helpful construct quantum code large length dimension computational result new quantum code exceed quantum gilbert varshamov bind construct particular binary quantum code raise low bind minimum distance grassl table codetable nonbinary case quantum code new well parameter literature', 'nearly perfect covering code nearly perfect packing code code meet johnson upper bind size error correct code bind improvement sphere pack bind related bound cover code know van wee bind code meet bound call nearly perfect covering code paper code cover radius consider prove code partition family depend small distance neighboring codeword code contain family completely characterize property code consider construction code family present weight distribution distance distribution code family characterize finally extend nearly perfect covering code consider unexpected equivalence class code type define base extended code']"
61,378,61_gpu_memory_performance_cache,"['gpu', 'memory', 'performance', 'cache', 'cpu', 'architecture', 'hardware', 'processor', 'fpga', 'parallel']","['gpu molecular dynamic algorithm performance previous study md algorithms design gpu use extend cover recent development gpu architecture algorithm modification describe extension complex system new measurement include effect increase parallelism gpu performance comparison multiple core cpus multitasking base cpu thread message pass result gpu retain significant performance advantage', 'improve performance linear system solver cuda parallel computing offer enormous advantage performance large application field scientific computing computer vision database datum mining economic gpu high performance core processor obtain high flop rate idea gpu general purpose computing thing evolve approach gpu programming cuda nvidia stream amd cuda popular programming model general purpose computation gpu c programmer great number application port cuda programming model obtain speedup order magnitude compare optimize cpu implementation paper present implementation library solve linear system ccuda framework present result performance test gpu obtain speedup approximately time compare cpu implementation', 'sparse matrix matrix multiplication multilevel memory architecture algorithm experiment architecture multiple class memory medium common mainstream supercomputer deployment call multi level memory offer differ characteristic memory component include variation bandwidth latency capacity paper investigate performance sparse matrix multiplication kernel lead high performance computing architecture intel knight land processor nvidia pascal gpu describe data placement method chunk base algorithm kernel exploit existence multiple memory space hardware platform evaluate performance method standard algorithm auto cache mechanism result standard algorithm exploit cache reuse perform multi memory aware algorithm architecture knls memory subsystem similar latency architecture gpus memory subsystem differ significantly bandwidth latency multi memory aware method crucial good performance addition new approach permit user run problem require large capacity fast memory compute node depend software manage cache mechanism']"
62,375,62_algebra_product_cuntz_unital,"['algebra', 'product', 'cuntz', 'unital', 'algebras', 'von', 'banach', 'neumann', 'operator', 'tracial']","['cross product banach algebras construct crossed product banach algebra banach algebra dynamical system give uniformly bound class continuous covariant banach space representation system bound leave approximate identity consist non degenerate continuous covariant representation non degenerate bounded representation crossed product bijection non degenerate covariant representation system bijection main result paper establish involutive banach algebra dynamical system yield know representation theoretical correspondence crossed product commonly associate dynamical system special case take algebra base field cross product construction provide give non class banach space banach algebra relatively simple structure property non degenerate contractive representation space class bijection isometric strongly continuous representation space generalize notion group likewise translate issue concern group representation class banach space context banach algebra simple functional analytic structure present', 'cross product compact group action rokhlin property present systematic study structure crossed product fix point algebra compact group action rokhlin property necessarily unital main technical result existence approximate homomorphism algebra subalgebra fix point left inverse canonical inclusion combine result local approximation number class characterize inductive limit decomposition weakly semiprojective building block close formation crossed product action similarly presence rokhlin property algebra follow property cross product fix point algebra kirchberg algebra simple have tracial rank zero have real rank zero have stable rank absorb strongly self absorb satisfy universal coefficient theorem simple nuclear case weakly semiprojective ideal structure crossed product fix point algebra rokhlin action study method paper unify single conceptual approach work number author different technique method yield new result study case finite group action rokhlin property', 'tensor product classifiable let class unital separable simple tracial rank uhf algebras infinite type show amenable satisfy universal coefficient theorem classify isomorphism elliott invariant tracial rank unital simple infinite dimensional af algebra fact unital simple ah algebra result tensor product obtain']"
63,372,63_spin_heisenberg_antiferromagnet_phase,"['spin', 'heisenberg', 'antiferromagnet', 'phase', 'lattice', 'antiferromagnetic', 'chain', 'liquid', 'magnetization', 'frustrated']","['quantum spin liquid ground state heisenberg kitaev model triangular lattice study quantum disorder ground state dimensional heisenberg kitaev model triangular lattice schwinger boson approach aim identify characterize potential gap quantum spin liquid phase stabilize anisotropic kitaev interaction antiferromagnetic kitaev coupling sufficiently small spin find different symmetric spin liquid phase separate continuous quantum phase transition interestingly gap elementary excitation remain finite transition spin liquid phase correspond know zero flux state heisenberg limit stable respect small kitaev coupling develop order semi classical limit large opposite kitaev limit find different spin liquid ground state quantum disorder version magnetically order state antiferromagnetic chain accordance result classical limit finally intermediate coupling find spin liquid state unconventional spin correlation spinon condensation state develop bragg peak incommensurate momenta close analogy magnetically order vortex crystal phase analyze recent theoretical work', 'quantum disorder dimensional pyrochlore heisenberg antiferromagnet present result exact diagonalization study heisenberg antiferromagnet dimensional version pyrochlore lattice know square lattice crossing checkerboard lattice examine low energy spectra system spin find cluster study non degenerate ground state total spin zero big energy gap state high total spin find large number non magnetic excitation energy spin gap spin spin spin peierl correlation function appear short range suggest ground state spin liquid', 'phase diagram spin correlation kitaev heisenberg model importance quantum effect explore phase diagram kitaev heisenberg model near neighbor interaction honeycomb lattice exact diagonalization finite system combine cluster mean field approximation supplement insight linear spin wave second order perturbation theory study confirm vary balance heisenberg kitaev term frustrated exchange interaction stabilize model phase magnetic long range order phase ferromagnetic phase phase coexist antiferromagnetic ferromagnetic bond zigzag stripy phase separate disorder quantum spin liquid phase ferromagnetic kitaev interaction substantially broad range stability neighboring compete order phase ferromagnetic stripy weak quantum fluctuation focus quantum spin liquid phase study spatial spin correlation dynamic spin structure factor model exact diagonalization technique discuss evolution gap low energy spin response quantum phase transition disorder spin liquid magnetic phase long range order']"
64,366,64_polytope_tiling_tile_packing,"['polytope', 'tiling', 'tile', 'packing', 'set', 'convex', 'polygon', 'point', 'triangulation', 'dimension']","['approximation euclidean ball polytope fix number derive low estimate approximation euclidean ball polytope fix number face metric consider include intrinsic volume difference hausdorff metric case inscribed circumscribed polytope main result extend previously obtain bound k respectively half approximate polytope arbitrarily position polytope improve special case result approx theory factor dimension paper address question gruber convex discrete geometry ask result approximation convex body polytope fix number', 'lower bind theorem general polytope polytope vertex calculate precisely minimum possible number face confirm conjecture value solve problem solution know case characterisation minimising polytope gap possible number example polytope edge dimension polytope edge dimension', 'property strongly balanced tiling convex polygon normal periodic tiling strongly balanced tiling property periodic tiling convex polygon rearrange knowledge strongly balanced tiling result property representative periodic tiling convex pentagonal tile']"
65,363,65_face_facial_recognition_image,"['face', 'facial', 'recognition', 'image', 'forgery', 'dataset', 'expression', 'detection', 'identity', 'age']","['synthdistill face recognition knowledge distillation synthetic datum state art face recognition network computationally expensive mobile application train lightweight face recognition model require large identity label dataset privacy ethical concern collect large face recognition dataset generate synthetic dataset training face recognition model alternative option challenge generate synthetic datum sufficient intra class variation addition considerable gap performance model train real synthetic datum paper propose new framework name synthdistill train lightweight face recognition model distil knowledge pretraine teacher face recognition model synthetic datum use pretraine face generator network generate synthetic face image use synthesize image learn lightweight student network use synthetic face image identity label mitigate problem intra class variation generation synthetic dataset instead propose novel dynamic sampling strategy intermediate latent space face generator network include new variation challenge image explore new face image training batch result different face recognition dataset demonstrate superiority lightweight model compare model train previous synthetic dataset achieve verification accuracy lfw dataset lightweight network result propose framework significantly reduce gap training real synthetic datum source code replicate experiment publicly release', 'synface face recognition synthetic datum recent success deep neural network remarkable progress achieve face recognition collect large scale real world training datum face recognition turn challenge especially label noise privacy issue exist face recognition dataset usually collect web image lack detailed annotation attribute pose expression influence different attribute face recognition poorly investigate paper address mention issue face recognition synthetic face image synface specifically explore performance gap recent state art face recognition model train synthetic real face image analyze underlie cause performance gap poor intra class variation domain gap synthetic real face image inspire devise synface identity mixup m domain mixup dm mitigate performance gap demonstrate great potential synthetic datum face recognition furthermore controllable face synthesis model easily manage different factor synthetic face generation include pose expression illumination number identity sample identity perform systematically empirical analysis synthetic face image provide insight effectively utilize synthetic datum face recognition', 'multi metric evaluation thermal visual face recognition paper aim address problem heterogeneous cross spectral face recognition machine learn synthesize visual spectrum face infrared image synthesis visual band face image allow optimal extraction facial feature face identification verification explore ability use generative adversarial network gan face image synthesis examine performance image pre train convolutional neural network cnns feature extract cnn apply face identification verification explore performance term acceptance rate similarity measure face verification']"
66,363,66_quantum_system_localization_body,"['quantum', 'system', 'localization', 'body', 'eigenstate', 'mbl', 'chaotic', 'markovian', 'disorder', 'chaos']","['ergodicity break long range cavity induce quasiperiodic interaction body localization mbl behavior analyze extended bose hubbard model quasiperiodic infinite range interaction additional disorder present examine level statistic entanglement entropy eigenstate significant fraction eigenstate system localize presence strong interaction spite result suggest system ergodic standard thermodynamic limit energy system extensive time mbl regime stable allow super extensive scaling energy finding experimentally verify study time dynamic body cavity quantum electrodynamic setup quench spectroscopy particularly effective tool allow systematically study energy dependence time dynamic investigate mobility edge system', 'body localization clean chain long range interaction strong long range interaction lead localization close quantum system disorder employ exact diagonalization method author numerically investigate thermalization body localization translational invariant quantum chain finite coulomb interaction computational basis exclude trivial degeneracy interaction induce localization demonstrate aspect level statistic eigenstate expectation value anderson localization graph construct body basis nature localization generic eigenstate attribute quasi disorder power law interaction real space symmetry long time dynamic dominate degenerate eigenstate eventually reach homogeneity real space hand entanglement entropy exhibit size dependence area law reason deep localized state indicate incomplete localization real space', 'propagation body localization anderson insulator body localization mbl example dynamical phase matter avoid thermalization mbl phase robust weak local perturbation fate mbl system couple thermalize quantum system represent heat bath open question actively investigate theoretically experimentally work consider stability anderson insulator finite density particle interact single mobile impurity small quantum bath perturbative argument support stability localization strong interaction regime large scale tensor network simulation dynamic employ corroborate presence localize phase quantitative prediction thermodynamic limit develop phenomenological description dynamic strong interaction regime demonstrate impurity effectively turn anderson insulator mbl phase give rise non trivial entanglement dynamic capture phenomenology']"
67,358,67_student_education_course_physics,"['student', 'education', 'course', 'physics', 'teaching', 'learn', 'ai', 'introductory', 'instructor', 'teacher']","['evaluate ai power learn assistant engineer high education student engagement ethical challenge policy implication generative ai increasingly integrate high education understand student engage technology essential responsible adoption study evaluate educational ai hub ai power learn framework implement undergraduate civil environmental engineering course large public university mixed method design combine post survey system usage log qualitative analysis student ai interaction research examine perception trust ethic usability learn outcome finding student value ai assistant accessibility comfort nearly half report great ease seek help instructor teaching assistant tool helpful complete homework understanding concept view instructional quality mixed ethical uncertainty particularly institutional policy academic integrity emerge key barrier engagement overall student regard ai supplement replacement human instruction study highlight importance usability ethical transparency faculty guidance promote meaningful ai engagement total student participate course generate ai interaction survey response provide quantitative contextual insight learning engagement', 'online educational program successful student cognition success massive open online course mooc offer promise accessibility affordability mooc typically lack expert feedback social interaction low student engagement retention alternative program online education emerge include online graduate program computer science major public university usa program consider success student enrol program adopt perspective cognitive science answer question online educational course succeed measure learner motivation self regulation course program specifically course artificial intelligence ai survey student indicate student self report assessment self efficacy cognitive strategy use intrinsic value course fairly high generally increase course learning data suggest online ai course success student high self efficacy class foster self regulate learning', 'explore use chatgpt tool learning assessment undergraduate computer science curriculum opportunity challenge application artificial intelligence teaching learn academic sphere trending subject interest compute education chatgpt ai base tool provide advantage heighten student involvement cooperation accessibility availability paper address prospect obstacle associate utilize chatgpt tool learning assessment undergraduate computer science curriculum particular teach learn fundamental programming course student have complete course work data structure algorithm sophomore level course participate study group student give programming challenge solve short period time control group group access text book note programming course internet access provide group b student give access chatgpt encourage use help solve programming challenge challenge conduct computer lab environment environment team student address problem write executable code satisfy certain number test case student team score base performance term number successful pass testcase result student chatgpt advantage term earn score inconsistency inaccuracy submit code consequently affect overall performance thorough analysis paper finding indicate incorporate ai high education bring opportunity challenge']"
68,357,68_imaging_optical_microscopy_resolution,"['imaging', 'optical', 'microscopy', 'resolution', 'image', 'phase', 'diffractive', 'illumination', 'light', 'reconstruction']","['large field view non invasive imaging scatter layer fluctuate random illumination invasive optical imaging technique essential diagnostic tool field recent method propose utilize control light multiple scatter medium non invasive optical imaging inside scatter layer large field view remain elusive physical limit set optical memory effect especially wavefront shaping technique demonstrate approach enable non invasive fluorescence image scatter layer field view extend optical memory effect method consist demixe speckle pattern emit fluorescent object variable unknown random illumination matrix factorization novel fingerprint base reconstruction experimental validation show efficiency robustness method fluorescent sample cover field view time optical memory effect range non invasive imaging technique simple require spatial light modulator guide star generalize wide range incoherent contrast mechanism illumination scheme', 'multiplane quantitative phase imaging wavelength multiplexe diffractive optical processor quantitative phase imaging qpi label free technique provide optical path length information transparent specimen find utility biology material science engineering present quantitative phase imaging stack phase object wavelength multiplexe diffractive optical processor utilize multiple spatially engineer diffractive layer train deep learning diffractive processor transform phase distribution multiple object axial position intensity pattern encode unique wavelength channel wavelength multiplexed pattern project single field view fov output plane diffractive processor enable capture quantitative phase distribution input object locate different axial plane intensity image sensor base numerical simulation diffractive processor simultaneously achieve optical quantitative phase image distinct axial plane input scan illumination wavelength proof concept experiment fabricate diffractive processor validate approach showcase successful imaging distinct phase object different axial position scan illumination wavelength terahertz spectrum diffractive network base multiplane qpi design open new avenue compact chip phase imaging sense device', 'image scatter medium spatial temporal encode pattern illumination optical imaging scatter media long stand challenge approach develop focus light image object scatter medium invasive restrict stationary slowly move medium require high resolution camera complex algorithm retrieve image introduce computational imaging technique overcome restriction exploit spatial temporal encode pattern step present non invasive imaging scatter medium single pixel photodetector method insensitive motion medium demonstrate image reconstruction algorithm efficient correlation base algorithm single pixel imaging allow fast imaging currently unreachable scenario']"
69,356,69_community_network_node_centrality,"['community', 'network', 'node', 'centrality', 'degree', 'detection', 'structure', 'graph', 'modularity', 'world']","['distance base network partition new method identify community network propose reference nodes select priory information network accord relevant node measurement obtain indicate putative community distance vector network node reference node define coordinate system represent community structure network different scale modular network distribution node space result separate cluster structure cluster correspond community interesting feature report methodology community finding coordinate system define seed allow intuitive direct interpretation situation node respect consider community potential method illustrate respect community detection benchmark spatial network model city street network', 'map equation link community community structure exist real world network report relate functional property network conventional approach partition node community recent study start partition link instead node find overlapping community node efficiently extend map equation method originally develop node community find link community network method test kind network compare metadata network result method identify overlapping role node effectively advantage method node community scheme link community scheme compare quantitatively measure unknown information leave network community structure decide quantitatively link community scheme instead node community scheme furthermore method easily extend directed weight network base random walk', 'detect important node community structure spectrum graph complex system represent network network break subnetwork community wide interest development method detect node important community fast accurate challenging open problem manuscript introduce new approach characterize node importance community centrality metric propose measure importance network node community structure spectrum adjacency matrix define node importance community relative change eigenvalue network adjacency matrix removal second propose index distinguish kind important node community community core bridge index rely spectrum graph matrix apply artificial network real world network new methodology give basic approach solve challenge problem provide realistic result']"
