Topic,Count,Name,Representation,Representative_Docs
87,406,87_face_facial_recognition_image,"['face', 'facial', 'recognition', 'image', 'forgery', 'expression', 'deepfake', 'biometric', 'identity', 'fingerprint']","['causal representation learning context aware face transfer human face synthesis involve transfer knowledge identity identity dependent face shape idfs human face target face image context facial expression head pose background factor change dramatically human face non rigid facial expression lead deformation face shape head pose affect face observe image key challenge face transfer match face unobserved new contexts adapt face appearance different pose expression accordingly work find way provide prior knowledge generative model reason appropriate appearance human face response expression pose propose novel context aware face transfer method call cartran incorporate causal effect contextual factor face representation able aware uncertainty new contexts estimate effect facial expression head pose term counterfactual inference design control intervention trial avoid requirement large number observation cover pose expression space propose kernel regression base encoder eliminate identity specificity target face encode contextual information target image result method show impressive performance allow fine grain control face shape appearance contextual condition', 'reconstruct large scale face dataset deep face identification deep learning method bring breakthrough computer vision especially face recognition bottleneck deep learning base face recognition difficult collect million face industry academia view situation method generate face exist face face datum augmentation train deep face recognition model good knowledge method generate face face image train deep face recognition model letter focus role reconstructed facial surface face identification propose framework aid deep face identification particular propose reconstruct million face scan large scale face database deep learning base face reconstruction method adopt phase training approach phase use million face image pre train deep convolutional neural network dcnn second phase use normal component image nci reconstructed face scan train dcnn extensive experimental result illustrate propose approach greatly improve score face identification frgc bosphorus face database compare model train face image finally propose approach achieve state art score frgc bosphorus database experimental result reconstructed facial surface useful aid deep face identification framework meaningful face scarcity face', 'multi channel deep face recognition face recognition great importance application biometric throughput convenience non invasiveness recent advancement deep convolutional neural network cnn architecture boost significantly performance face recognition base dimensional facial texture image outperform previous state art conventional method accuracy face recognition challenge change pose illumination expression hand geometric information contain dimensional face datum potential overcome fundamental limitation face datum propose multi channel deep face network face recognition base face datum compute geometric information face base piecewise linear triangular mesh structure conformally flatten geometric information color plane leverage state art deep cnn architecture modify input layer network image channel instead geometric information explicitly feed pre train network image vgg face fine tune generate multi channel face image face recognition accuracy multi channel deep face network achieve experimental result clearly network perform well channel image flatten plane base conformal map compare orthographic projection']"
88,393,88_neutron_star_matter_crust,"['neutron', 'star', 'matter', 'crust', 'quark', 'nuclear', 'mass', 'eos', 'gravitational', 'density']","['quark deconfinement rotate neutron star paper use flavor non local nambu jona lasinio njl model improve effective model quantum chromodynamic qcd low energy investigate existence deconfined quark core neutron star particular emphasis possible existence quark matter core rotate neutron star pulsar contrast non rotate neutron star particle composition change time freeze type structure matter core rotate neutron star depend spin frequency star open possible new window nature matter deep core neutron star study show depend mass rotational frequency mass massive neutron star mixed quark hadron phase phase transition treat gibbs transition find gravitational mass quark deconfinement occur rotate neutron star vary quadratically spin frequency fit simple formula', 'radius equation state constraint massive neutron star motivate unknown nature compact object binary merger event study maximum neutron star mass base constraint low energy nuclear physics neutron star tidal deformabilitie simultaneous mass radius measurement psr nicer prior distribution base combination nuclear modeling valid vicinity normal nuclear density assumption maximally stiff equation state high density choice enable probe connection observed heavy neutron star transition density conventional nuclear physics model break demonstrate modification highly uncertain supra saturation density equation state time normal nuclear density require order chiral effective field theory model consistent current neutron star observation existence neutron star existence massive neutron star strongly impact radius neutron star necessarily radius neutron star motivate future nice radius measurement psr psr', 'explore neutron star implication astrophysical nuclear observation study present comprehensive bayesian inference neutron star matter incorporate alongside hyperon nucleon density dependent relativistic hadron ddrh framework constraint nuclear saturation property chiral effective field theory nicer radius measurement tidal deformability datum systematically explore impact equation state eos dense matter neutron star observable result demonstrate inclusion soften eos low density maintain sufficient stiffness high density support neutron star naturally reconcile neutron star radius constraint recent observation low mass compact object hess simultaneously exhibit excellent agreement tidal deformability constraint reinforce astrophysical viability neutron star additionally find populate outer layer neutron star core implication neutron star merger cooling furthermore presence significantly influence neutron star cool direct urca process investigate quasi normal oscillation fully general relativistic framework reveal strong correlation frequency neutron star compactness tidal deformability inclusion adherence astrophysical constraint obtain khz damp time s confidence level']"
89,386,89_action_pose_video_human,"['action', 'pose', 'video', 'human', 'recognition', 'skeleton', 'temporal', 'hand', 'dataset', 'motion']","['temporal action localization multi temporal scale temporal action localization play important role video analysis aim localize classify action untrimmed video previous method predict action feature space single temporal scale temporal feature low level scale lack semantic action classification high level scale provide rich detail action boundary address issue propose predict action feature space multi temporal scale specifically use refined feature pyramid different scale pass semantic high level scale low level scale establish long temporal scale entire video use spatial temporal transformer encoder capture long range dependency video frame refined feature long range dependency feed classifier coarse action prediction finally improve prediction accuracy propose use frame level self attention module refine classification boundary action instance extensive experiment propose method outperform state art approach dataset achieve comparable performance dataset compare sub action afsd dataset propose method achieve improvement respectively', 'procedural generation video train deep action recognition network deep learning human action recognition video make significant progress slow dependency expensive manual labeling large video collection work investigate generation synthetic training datum action recognition recently show promising result variety computer vision task propose interpretable parametric generative model human action video rely procedural generation computer graphic technique modern game engine generate diverse realistic physically plausible dataset human action video call phav procedural human action video contain total video example action category approach limit exist motion capture sequence procedurally define synthetic action introduce deep multi task representation learn architecture mix synthetic real video action category differ experiment benchmark suggest combine large set synthetic video small real world dataset boost recognition performance significantly outperform fine tune state art unsupervised generative model video', 'unsupervised feature learning human action trajectory pose embed manifold unsupervised human action modeling framework provide useful pose sequence representation utilize variety pose analysis application work propose novel temporal pose sequence modeling framework embed dynamic human skeleton joint continuous latent space efficient manner contrast end end framework explore previous work disentangle task individual pose representation learning task learn action trajectory pose embed space order realize continuous pose embed manifold improved reconstruction propose unsupervised manifold learning procedure name encoder gan engan use pose embedding generate engan model human action bidirectional rnn auto encoder architecture posernn introduce order gradient loss explicitly enforce temporal regularity predict motion sequence hierarchical feature fusion technique investigate simultaneous modeling local skeleton joint global pose variation demonstrate state art transfer ability learn representation supervisedly unsupervisedly learn motion embedding task fine grain action recognition sbu interaction dataset qualitative strength propose framework visualize skeleton pose reconstruction interpolation pose embed space low dimensional principal component projection reconstructed pose trajectory']"
90,385,90_control_controller_system_stability,"['control', 'controller', 'system', 'stability', 'disturbance', 'nonlinear', 'mpc', 'lyapunov', 'linear', 'safety']","['data drive optimal control perron frobenius operator paper propose data drive approach control nonlinear dynamical system propose data drive approach rely transfer koopman perron frobenius p f operator linear representation control system systematic model base framework involve linear transfer p f operator propose stability analysis control design nonlinear dynamical system previous work lyapunov measure tool provide linear programming base computational framework stability analysis stabilize control design nonlinear system paper framework extend data drive setting finite dimensional approximation linear transfer p f operator stabilize feedback controller obtain time series datum exploit positivity markov property operator finite dimensional approximation provide linear programming base approach design optimally stabilize feedback controller', 'new result finite time stability geometric condition finite time controller paper present novel controller yield finite time stability linear system present sufficient condition origin scalar system finite time stable present novel finite time controller base vector field barrier function demonstrate utility geometric condition consider general class linear controllable system present continuous feedback control law stabilize system finite time finally present simulation result case show efficacy design control law', 'data base control continuous time linear system performance specification design direct data base controller fundamental control theory research year paper consider class data base state feedback control problem linear system control problem stabilization additional performance requirement satisfy formulate solve trajectory reference control problem desire closed loop trajectory know controller allow system closely follow trajectory compute solution lqr problem continuous time system present finally consider case precise position desire pole closed loop system know introduce data base variant robust pole placement procedure applicability propose method test numerical simulation']"
91,385,91_functional_density_dft_electron,"['functional', 'density', 'dft', 'electron', 'orbital', 'calculation', 'basis', 'exchange', 'energy', 'correlation']","['density functional theory strongly interact electron perspective physics chemistry improve accuracy broaden applicability electronic density functional theory dft crucial research area material science theoretical chemistry biophysic biochemistry year mathematical structure strong interaction limit density functional theory uncover exact information limit start available aim paper perspective new piece exact information treat situation problematic standard kohn sham dft way use strong interaction limit relevant solid state physical device define new framework practical non conventional dft calculation strong interact reference system instead traditional non interacting kohn sham way proceed related chemical application include exact treatment strong interaction limit approximate exchange correlation energy density functional order describe difficult situation breaking chemical bond', 'generalize density functional theory framework non linear density response quantum body system density functional theory dft framework present link functional derivative free energy functional non linear static density response function quantum body system framework explicit expression derive high order response function system homogeneous average include theoretical result cubic response harmonic specifically framework include hitherto neglect mode coupling effect important non linear density response presence single harmonic perturbation compare prediction new kohn sham dft simulation lead excellent agreement theory numerical result exact analytical expression obtain long wavelength limit ideal quadratic cubic response function particular emphasis place connection fourth order functional derivative non interacting free energy functional ideal quadratic cubic response function uniform electron gas respectively relation provide exact constraint prove useful future construction improved approximation particular warm dense matter application finite temperature use framework assess commonly employ approximation orbital free dft simulation harmonically perturb ideal electron gas result compare kohn sham dft calculation temperature range ground state warm dense regime additionally analyze detail wavenumber dependent non monotonic behavior ideal quadratic cubic response function', 'accurate electron affinity orbital energy anion non empirically tune range separate density functional theory approach treatment atomic anion kohn sham density functional theory dft long controversial high occupy molecular orbital homo energy calculate positive approximate density functional assess accuracy orbital energy electron affinity row element periodic table h ar variety theoretical approach customize basis set theoretical method study find non empirically tune range separate approach construct satisfy dft koopmans theorem anionic electron system provide good accuracy variety basis set small basis set functional typically fail previous approach solve conundrum positive value utilize non self consistent method electronic property electronic coupling gradient require self consistent potential energy ill define approach contrast non empirically tune range separate procedure yield define electronic coupling gradient correct value potential result electronic energy compute self consistently orbital energy electron affinity analyze context electronic energy function electronic number include fractional number electron provide stringent assessment self interaction error complex anion system']"
92,379,92_algebra_unital_product_algebras,"['algebra', 'unital', 'product', 'algebras', 'cuntz', 'von', 'neumann', 'crossed', 'group', 'tracial']","['approximate equivalence von neumann algebras suppose separable unital ash sigma finite factor von neumann algebra unital range projection murray von neuman equivalent prove approximately unitarily equivalent modulo norm close ideal generate finite projection prove general result concern approximate equivalence arbitrary finite von neumann algebras', 'semigroup finite von neumann algebras let finite von neumann algebra asymptotic result sequence mapping relate operator belong second extend short way similarity result give unbounded semigroup operator contain finite von neumann algebra', 'unitary implementation locally compact quantum group action paper study action locally compact quantum group von neumann algebras prove action canonical unitary implementation parallel haagerup classical result unitary implementation locally compact group action result important tool study quantum group action use paper study subfactor inclusion von neumann algebras alpha action locally compact quantum group von neumann algebra n necessary sufficient condition inclusion fix point algebra algebra n crossed product basic construction alpha outer integrable action factor n prove inclusion fix point algebra algebra n irreducible depth regular give converse result enock nest finally prove equivalence minimal outer action generalize theorem yamanouchi integrable outer action infinite fix point algebra dual action']"
93,379,93_population_specie_prey_mutation,"['population', 'specie', 'prey', 'mutation', 'predator', 'fitness', 'ecological', 'genetic', 'species', 'extinction']","['force wave specie predator prey system pair weak strong compete prey shift environment paper investigate call forced wave solution component reaction diffusion system population dynamic system involve specie respectively compete prey predator competition prey strong absence predator prey drive extinction survive furthermore problem include spatio temporal heterogeneity move variable typically stand model climate shift context force wave special stationary solution expect describe large time behavior solution particular provide criterion climate shift speed allow survival specie consider type force wave deal situation depend specie indigenous specie aboriginal', 'modelling effect rapid evolution persistence stability structured predator prey system paper explore eco evolutionary dynamic predator prey model prey population structure accord certain life history trait trait distribution prey population result interplay genetic inheritance mutation selectivity consumption prey predator evolutionary process consider place time scale ecological dynamic consider evolution rapid previously publish result population structure rapid evolution predator prey system stabilise globally unstable dynamic unlimited carrying capacity prey finding base direct numerical simulation equation obtain particular parametrisation model function obviously call question correctness generality previous result main objective current study treat model analytically consider parametrisation predator selectivity inheritance kernel investigate existence coexistence stationary state model carry stability analysis state derive expression hopf bifurcation curve construct bifurcation diagram parameter space need direct numerical simulation underlie integro differential equation analytically possibility stabilisation globally unstable predator prey system prey structuring prove coexistence stationary state stable saturation predation term low finally class kernel describe genetic inheritance mutation stability predator prey interaction require selectivity predation accord life trait', 'influence predator prey population dynamic long term evolution food web structure develop set equation describe population dynamic interact specie food webs predator prey interaction non linear base ratio dependent functional response equation account competition resource member specie member different specie predator divide total hunting forage effort available prey species accord evolutionarily stable strategy ess ess forage behaviour correspond prediction optimal foraging theory use population dynamic equation simulation webworld model evolve ecosystem new specie add exist food web speciation event whilst specie extinct coevolution competition study dynamic specie diversity webworld macro evolutionary timescale coevolutionary interaction strong cause continuous overturn specie contrast previous webworld simulation simple population dynamic significant fluctuation species diversity speciation extinction large scale extinction avalanche appear absent dynamic find evidence self organise criticality']"
94,376,94_gravity_theory_gauge_relativity,"['gravity', 'theory', 'gauge', 'relativity', 'spacetime', 'action', 'tensor', 'einstein', 'general', 'torsion']","['minimal model lorentz gauge gravity dynamical torsion new lorentz gauge gravity model type lagrangian propose absence classical torsion model admit topological phase arbitrary metric analyze equation motion constant curvature space time background lagrange formalism demonstrate model possess minimal set dynamic degree freedom torsion surprisingly number torsion dynamic degree freedom equal number physical degree freedom metric tensor interesting feature model spin mode torsion dynamical essentially non linear structure theory perform covariant loop quantization model special case constant curvature space time background treat contortion quantum field variable metric tensor keep classical object discuss possible mechanism emergent einstein gravity effective theory induce quantum dynamic torsion', 'riemannian gauge theory charge quantization traditional gauge theory matter field gauge field fundamental object theory traditional gauge field similar connection coefficient riemannian geometry covariant derivative field strength tensor similar curvature tensor contrast connection riemannian geometry derive metric embed space guide physical principal increase symmetry force propose different construction instead define transformation property fundamental gauge field derive gauge theory embedding gauge fiber f f trivial embed vector bundle f f n new action symmetric gauge theory riemannian geometry express gauge covariant field term orthonormal gauge basis vector recover traditional gauge theory contrast new theory matter field particular fiber couple coupling constant matter field fiber symmetry group couple charge physical origin unique coupling constant generalization general relativity equivalence principle action independent choice basis natural invariance group r c new action require small correction general relativity action proportional square curvature tensor', 'compact star t gravity teleparallel theory equivalent general relativity gravity curvature gravity describe torsion know literature host alternative theory gravity call extended theory additional term add action example gravity ricci scalar scalar torsion respectively way probe alternative gravity compact object fact literature series paper compact object gravity particular paper consider t real constant paper generalise extension consider compact star f t t gravity real constant look implication maximum mass compactness comparison general relativity lead constrain parameter positive integer restriction impose cosmology']"
95,370,95_image_resolution_video_quality,"['image', 'resolution', 'video', 'quality', 'super', 'restoration', 'degradation', 'rain', 'blur', 'sr']","['attention base multi reference learning image super resolution paper propose novel attention base multi reference super resolution network amrsr give low resolution image learn adaptively transfer similar texture multiple reference image super resolution output whilst maintain spatial coherence use multiple reference image attention base sampling demonstrate achieve significantly improve performance state art reference super resolution approach multiple benchmark dataset reference super resolution approach recently propose overcome ill pose problem image super resolution provide additional information high resolution reference image multi reference super resolution extend approach provide diverse pool image feature overcome inherent information deficit whilst maintain memory efficiency novel hierarchical attention base sampling approach introduce learn similarity low resolution image feature multiple reference image base perceptual loss ablation demonstrate contribution multi reference hierarchical attention base sampling overall performance perceptual quantitative ground truth evaluation demonstrate significant improvement performance reference image deviate significantly target image project website find', 'efficient conditional diffusion model probability flow sampling image super resolution image super resolution fundamentally ill pose problem multiple valid high resolution image exist low resolution image super resolution method base diffusion probabilistic model deal ill pose nature learn distribution high resolution image condition low resolution image avoid problem blurry image psnr orient method exist diffusion base super resolution method high time consumption use iterative sampling quality consistency generate image ideal problem like color shifting paper propose efficient conditional diffusion model probability flow sampling ecdp image super resolution reduce time consumption design continuous time conditional diffusion model image super resolution enable use probability flow sampling efficient generation additionally improve consistency generate image propose hybrid parametrization denoiser network interpolate data predict parametrization noise predict parametrization different noise scale design image quality loss complement score matching loss diffusion model improve consistency quality super resolution extensive experiment imagenet celeba demonstrate method achieve high super resolution quality exist diffusion base image super resolution method have low time consumption code available', 'learn reference quality metric single image super resolution numerous single image super resolution algorithm propose literature study address problem performance evaluation base visual perception super resolution image evaluate fullreference metric effectiveness clear require ground truth image available practice address problem conduct human subject study large set super resolution image propose reference metric learn visual perceptual score specifically design type low level statistical feature spatial frequency domain quantify super resolved artifact learn stage regression model predict quality score super resolution image refer ground truth image extensive experimental result propose metric effective efficient assess quality super resolution image base human perception']"
96,365,96_student_course_education_physics,"['student', 'course', 'education', 'physics', 'teaching', 'educational', 'learn', 'instructor', 'learning', 'teacher']","['study academic indicator virtual learning environment educational datum mining main goal discover main factor influence student academic trajectory student academic evolution environment result indicate strong correlation virtual learn environment student average factor like student english level despite fact arabic language teaching language student age student gender student stay student place residence inside outside syria result indicate need modify academic trajectory student change prerequisite course deliver bit diploma like advanced dba ii datum security research result highlight effect syrian crisis student finally suggest future recommendation base observation result develop current information system svu order help deduce indicator easily', 'lab notebook examine student engagement modeling upper division electronic lab course demonstrate student use modeling examine assess student notebook collect upper division electronic lab course use model ubiquitous practice undergraduate physics education process construct testing refine model common focus attention lab course transform engage student modeling process lab activity design lab activity guide framework capture different component model base reasoning call modeling framework experimental physic demonstrate framework assess student write work identify student model base reasoning differ activity activity broadly speak able identify different step student model base reasoning assess completeness reasoning vary degree scaffold present activity impact thoroughly student engage modeling process scaffolded activity result thorough engagement process finally identify step process student difficulty comparison interpret datum model prediction student use sufficiently sophisticated criterion evaluate comparison effect halt modeling process indicate order engage student model base reasoning lab activity instructor need provide scaffold student type experimental comparison important design consideration course attempt incorporate modeling learning goal', 'knowledge extraction discriminate male female logical reasoning student model learning process process communication interaction teacher student student interaction teacher student great importance process learning education pattern style interaction determine educational situation trend concern educational characteristic classroom interaction importance big role increase efficiency learning process raise achievement level student student need learn skill habit study especially university level effectiveness learning affect factor include prevail pattern interactive behavior classroom pattern reflect activity teacher learner learning process effectiveness learning influence cognitive non cognitive characteristic teacher help succeed characteristic learner teach subject teaching method paper present machine learn algorithm extract knowledge student model propose algorithm utilize inherent characteristic genetic algorithm neural network extract comprehensible rule student database knowledge discriminate male female level logical reasoning expert system course']"
97,353,97_bandit_regret_arm_reward,"['bandit', 'regret', 'arm', 'reward', 'algorithm', 'armed', 'contextual', 'online', 'problem', 'optimal']","['nonparametric stochastic contextual bandit analyze bandit problem reward arm noisy realization base observed context mild nonparametric assumption attain tight result arm identification sublinear regret context dimension modify ucb algorithm simple implement ucb global intrinsic dimension dependent ambient dimension independent regret bound discuss recover topological structure context space base expect bandit performance provide extension infinite armed contextual bandit finally experimentally improvement algorithm exist multi armed bandit approach simulate task mnist image classification', 'recover bandit study recover bandit problem variant stochastic multi armed bandit problem expect reward arm vary accord unknown function time arm play natural extension classical bandit problem arise real world setting variation accompany significant difficulty particular method need plan ahead estimate quantity classical bandit set work explore use gaussian process tackle estimation planing problem discuss different regret definition let quantify performance method improve computational efficiency method provide optimistic planning approximation complement discussion regret bound empirical study', 'contextual bandit smooth regret efficient learning continuous action space design efficient general purpose contextual bandit algorithm work large continuous action space facilitate application important scenario information retrieval recommendation system continuous control obtain standard regret guarantee hopeless alternative regret notion propose tackle large action set propose smooth regret notion contextual bandit dominate previously propose alternative design statistically computationally efficient algorithm propose smooth regret work general function approximation standard supervise oracle present adaptive algorithm automatically adapt smoothness level algorithm recover previous minimax pareto optimal guarantee standard regret bandit problem multiple good arm lipschitz bandit conduct large scale empirical evaluation demonstrate efficacy propose algorithm']"
98,349,98_halo_dark_matter_galaxy,"['halo', 'dark', 'matter', 'galaxy', 'mass', 'profile', 'density', 'simulation', 'subhalo', 'satellite']","['splashback boundary halo hydrodynamic simulation splashback radius physically motivated halo boundary separate infalle collapse matter halo study hydrodynamic dark matter illustristng simulation commonly adopt signature radius radial density profile steepest explicitly optimise density profile fit profile slope find lead large radius compare optimisation calculate halo mass function halo mass accretion rate redshift decrease mass redshift halo similar agreement previous work find decrease halo accretion rate apply analysis dark matter gas satellite galaxy associate halo investigate observational potential radius steep slope gas profile consistently small value calculate dark matter profile steep slope galaxy profile observation tend agree dark matter profile low massive halo compare hydrodynamic n body dark matter simulation find significant difference cause addition baryonic physics result dark matter simulation applicable realistic halo', 'test invariance dark matter halo surface density multiwavelength mock galaxy catalogue large number observation show dark matter halo surface density give product halo core radius core density nearly constant diverse suite galaxy invariance halo surface density violate galaxy cluster group scale open question aforementioned constancy galactic scale explain purpose probe variation halo surface density function mass multi wavelength mock galaxy catalog simulation adiabatic contraction dark matter halo presence baryon take account find baryonifie halo well fit generalize nfw profile halo surface density halo degeneracy respect halo mass virial concentration find correlation mass average concentration consistent constant halo surface density power law dependence function halo mass rule', 'measure distribution galaxy halo develop method measure probability find n galaxy dark matter halo mass m theoretically determine clustering property dark matter halo observationally measure cluster property galaxy knowledge function distribution dark matter completely specify cluster property galaxy scale large size dark matter halo furthermore provide strong constraint model galaxy formation depend merger history dark matter halo galaxy galaxy merger rate halo measurement combination sdss dataset allow average halo occupy bright galaxy accurately measure']"
99,349,99_operator_hardy_inequality_space,"['operator', 'hardy', 'inequality', 'space', 'integral', 'boundedness', 'zygmund', 'weight', 'maximal', 'riesz']","['recent development theory lorentz space weight inequality main objective work bring known priori unrelated theory deal weighted inequality hardy littlewood maximal operator consider boundedness weighted lorentz space example historically relevant motivation correspond study boundedness m characterize muckenhoupt give rise call weight second case recent theory completely solve muckenhoupt turn boundedness see equivalent boundedness hardy operator restrict decrease function class weight satisfy boundedness know class enjoy similar feature come different theory technique case zygmund decomposition cover lemma rearrangement invariant property positive integral operator aim unified version theory contrary expect solution give term limit case consider complicated condition reflect difficulty estimate distribution function hardy littlewood maximal operator respect general measure', 'boundedness fractional maximal operator variable lebesgue space space homogeneous type give space homogeneous type sufficient condition variable exponent p fractional maximal operator map p q endpoint case prove correspond weak type inequality application prove norm inequality fractional integral operator proof fractional maximal operator use theory dyadic cube space homogeneous type euclidean set simple exist proof fractional integral operator extend pointwise inequality welland space homogeneous type work generalize result euclidean case extend recent work adamowicz et al hardy littlewood maximal operator space homogeneous type', 'convergence fouri series endpoint consider problem endpoint harmonic analysis solution problem relate estimate class sublinear operator introduce new function space play analogue role classical hardy space space subspace prove follow result convergence convergence fouri series hold function second sublinear operator initially define function zygmund operator singular multipli operator singular integral operator bochner riesz mean critical index certain oscillatory singular integral operator admit extension map final hardy littlewood maximal operator bound']"
100,343,100_qcd_quark_chiral_lattice,"['qcd', 'quark', 'chiral', 'lattice', 'chemical', 'gluon', 'phase', 'renormalization', 'transition', 'polyakov']","['chiral phase structure flavor qcd vanish baryon number density investigate phase structure qcd degenerate quark flavor function degenerate quark mass vanish baryon number density use highly improve stagger quark lattice temporal extent perform calculation value quark mass continuum limit correspond pion mass range mev analyze volume temperature dependence chiral condensate chiral susceptibility find direct evidence order phase transition range pion mass value rely universal scale behavior chiral observable near anticipated chiral critical point estimate upper bound critical pion mass mev region order chiral phase transition favor', 'chiral phase transition flavor qcd lattice qcd analyze pseudo critical behavior flavor qcd highly improve stagger quark hisq lattice temporal extent quark mass correspond pseudoscalar goldstone mass range mev finding consistent occurrence second order chiral phase transition vanish value quark mass chiral phase transition temperature finite value lattice spacing determined comparison corresponding analysis perform qcd suggest continuum limit extrapolate chiral phase transition temperature flavor qcd turn', 'phase qcd lattice thermodynamic field theoretical model investigate colour qcd thermodynamic finite quark chemical potential lattice qcd result compare generalized nambu jona lasinio model quark couple simultaneously chiral condensate background temporal gauge field represent polyakov loop dynamic call pnjl model include feature deconfinement chiral symmetry restoration parameter polyakov loop effective potential fix pure gauge sector chiral condensate polyakov loop function temperature quark chemical potential calculate minimize thermodynamic potential system result equation state scale pressure difference quark number density finite quark chemical potential confront correspond lattice qcd datum']"
101,337,101_citation_journal_publication_scientific,"['citation', 'journal', 'publication', 'scientific', 'research', 'science', 'cite', 'author', 'researcher', 'impact']","['revisit scaling citation research assessment past decade national research evaluation exercise traditionally conduct peer review method begin open bibliometric indicator citation receive publication assume proxy quality require standardization prior use comparative evaluation organization individual scientist citation datum standardize vary citation behavior research field objective paper compare effectiveness different method normalizing citation order provide useful indication research assessment practitioner simulate typical national research assessment exercise analysis conduct subject category hard science base thomson reuters science citation index expand comparison citation average effective scaling parameter average base publication actually cite', 'predict long term publication impact combination early citation journal impact factor ability predict long term impact scientific article soon publication great value accurate assessment research performance work test hypothesis good prediction long term citation count obtain combination publication early citation impact factor host journal test perform corpus wos publication author italian scientist linear regression model average accuracy prediction good citation time window year decrease lowly cite publication vary discipline expect role impact factor combination negligible year publication', 'infer causal effect journal citation article high impact journal average frequently cite cite article citable cite simply publish high impact journal evidence suggest causal relationship clear compare citation preprint citation publish version uncover causal mechanism build early model citation dynamic infer causal effect journal citation find high impact journal select article tend attract citation time find high impact journal augment citation rate publish article result yield deep understanding role journal research system use journal metric research evaluation increasingly criticize recent year article level citation suggest alternative result remove impact factor evaluation negate influence journal insight important implication change practice research evaluation']"
102,335,102_eeg_ecg_sleep_signal,"['eeg', 'ecg', 'sleep', 'signal', 'brain', 'bci', 'classification', 'subject', 'seizure', 'ppg']","['deep representation eeg datum spatio spectral feature image unlike conventional datum natural image audio speech raw multi channel electroencephalogram eeg datum difficult interpret modern deep neural network show promising result eeg study find robust invariant representation eeg datum subject remain challenge difference brain folding structure invariant representation eeg datum desirable improve understanding brain activity use effectively transfer learning paper propose approach learn deep representation eeg datum exploit spatial relationship recording electrode encode spatio spectral feature image use multi channel eeg signal phyaat dataset auditory task train convolutional neural network cnn subject individually generate input pattern activate deep neuron subject generate pattern see map brain activity different spatial region analysis reveal existence specific brain region relate different task low level feature focus large region high level feature focus small specific cluster region identify interestingly similar pattern find different subject activity appear different region analysis reveal common brain region subject generalize representation propose approach allow find interpretable representation eeg datum effective transfer learning', 'self supervise electroencephalographic representation learning recently effort explore brain process speech electroencephalographic eeg signal deep learning base approach show applicable field order decode speech signal eeg signal linear network convolutional neural network cnn long short term memory network supervised manner record eeg speech label datum time consume laborious unlabeled eeg datum abundantly available self supervise method helpful learn eeg representation boost performance eeg auditory relate task explore work propose self supervise model base contrastive loss reconstruction loss learn eeg representation use obtain pre trained model feature extractor downstream task second consider downstream task use cnn transformer network learn local feature global feature respectively finally eeg datum channel mix choose eeg datum augmentation effectiveness method verify eeg match mismatch eeg regression task auditory eeg challenge', 'synthetic eeg generation diffusion model motor imagery task electroencephalography eeg widely non invasive method capture brain activity particularly relevant application brain computer interface bci collect high quality eeg datum remain major challenge sensor cost acquisition time inter subject variability address limitation study propose methodology generate synthetic eeg signal associate motor imagery brain task diffusion probabilistic model ddpm approach involve preprocesse real eeg datum train diffusion model reconstruct eeg channel noise evaluate quality generate signal signal level task level metric validation employ classifier k near neighbor knn convolutional neural networks cnn u net compare performance synthetic datum real datum classification task generate datum achieve classification accuracy low mean square error high correlation real signal result demonstrate synthetic eeg signal produce diffusion model effectively complement dataset improve classification performance eeg base bcis address datum scarcity']"
