Topic,Count,Name,Representation,Representative_Docs
29,710,29_lense_lens_image_gravitational,"['lense', 'lens', 'image', 'gravitational', 'galaxy', 'cluster', 'redshift', 'shear', 'magnification', 'source']","['cluster mass estimation lens magnification mass cluster galaxy estimate lens magnification determine variation number count background galaxy order derive mass need assumption lens shear unknown variation number count furthermore need weak lense linear approximation observational datum concentrate central part cluster lense strong study lense property complete catalogue galaxy cluster model find reasonable approximation lens shear function lens convergence approximation fairly reconstruct surface mass distribution magnification', 'effect large scale structure multiply image source study effect large scale density fluctuation strong gravitational lensing previous study focus weak lense large scale structure produce multiple image galaxy cluster act primary lens find large scale structure produce asymmetric shear order lens explain origin large shear find lens model conflict small ellipticity observed galaxy light distribution large scale structure change lens equation form generalize quadrupole lens affect lens reconstruction large scale structure change angular diameter distance give redshift precise value depend lens source redshift large scale structure power spectrum induce uncertainty determination hubble constant measurement time delay order observation lense constrain magnitude shear large scale structure provide direct probe overall amplitude mass fluctuation', 'new image gravitational lens class discover new gravitational lens cosmic lens sky survey class image system maximum separation arcsec fifth radio component detect radio spectrum positional coincidence infrared emission lense galaxy strongly suggest radio core lense galaxy imply system consist flat spectrum radio source lense flat spectrum radio source infrared image detect lense image background source lense galaxy lensed image relative position flux density consistent see radio wavelength spectra system reveal lens redshift source redshift image splitting system redshift imply project mass inside einstein radius lense galaxy estimate light emit inside einstein radius give mass light ratio rest frame b band m h m mass mass light ratio high see nearby sa galaxy fact imply rotation velocity lense galaxy time high see nearby spiral large project mass inside einstein ring radius result significant dark matter system compact group galaxy arise misidentification source redshift simple model gravitational potential lens reproduce image position modeling require satisfy constraint image flux density ratio observation modeling lens yield estimate']"
30,696,30_glass_spin_glassy_liquid,"['glass', 'spin', 'glassy', 'liquid', 'dynamic', 'replica', 'temperature', 'supercoole', 'relaxation', 'transition']","['quantum critical behavior infinite range transverse ise spin glass exact numerical diagonalization study report exact numerical diagonalization result infinite range ise spin glass transverse field zero temperature eigenvalue eigenvector determine strength system size n obtain moment distribution spin glass order parameter spin glass susceptibility mass gap different value disorder averaging typically configuration finite size scale analysis indicate spin glass transition estimate exponent transition agreement know approach dynamic exponent contradiction recent estimate cumulant analysis indicate existence replica symmetric spin glass phase', 'potential energy landscape finite size mean field model glass connect spin glass model discontinuous transition thermodynamic limit equilibrium property high temperature phase describe schematic mode coupling theory super cooled liquid finite size fully connect spin glass model exhibit property typical lennard jones system near critical glass transition thermodynamic rule energy minima distribution study open way consider activate process real glass finite size correction calculation saddle point approximation mean field spin glass model', 'chiral glass transition replica symmetry break dimensional heisenberg spin glass extensive equilibrium monte carlo simulation perform dimensional heisenberg spin glass near neighbor gaussian coupling investigate spin glass chiral glass ordering occurrence finite temperature chiral glass transition conventional spin glass order establish critical exponent characterize transition different standard ising spin glass calculated overlap distribution suggest appearance peculiar type replica symmetry breaking chiral glass order state']"
31,663,31_vortex_superconductor_pin_flux,"['vortex', 'superconductor', 'pin', 'flux', 'superconducte', 'magnetic', 'lattice', 'field', 'melting', 'transition']","['vortex motion hall effect type ii superconductor time dependent ginzburg landau theory approach vortex motion type ii superconductor study start variant time dependent ginzburg landau equation order parameter relaxation time take complex method kopnin derive equation motion single vortex presence apply transport current imaginary relaxation time normal state hall effect break particle hole symmetry produce component vortex velocity parallel transport current consequently hall field vortex motion model relaxation time consider allow comparison phenomenological model vortex motion superconductor bardeen stephen vinen model model vortex motion neutral superfluid addition transport energy nernst effect thermopower calculate single vortex vortex bending fluctuation include description result langevin equation description vortex motion langevin equation discuss propagation helicon wave diffusional motion vortex line result discuss light puzzling sign change hall effect observe mixed state high temperature superconductor', 'numerical method zero temperature vortex line phase diagram numerical method calculate equilibrium vortex line configuration bulk anisotropic type ii superconductor zero temperature place external magnetic field introduce apply physical problem method design search minimum gibbs free energy london approximation assume vortex line straight arrange periodic lattice base assumption simulated anneal algorithm develop find vortex line lattice unit cell shape vortex line position algorithm fast accurate use rapidly converge series calculate lattice sum enter vortex vortex interaction energy method accuracy illustrate calculate magnetic induction versus apply field curve isotropic superconductor method apply superconductor square lattice columnar defect study select region zero temperature phase diagram vortex line lattice commensurate columnar defect lattice exist', 'vortex loop entry type ii superconductor magnetic field distribution magnetic flux free energy abrikosov vortex loop near flat surface type ii superconductor calculate london approximation shape vortex line semicircle arbitrary radius interaction vortex half ring external homogeneous magnetic field apply surface study magnitude energy barrier vortex expansion superconductor find possibility formation equilibrium vortex line determine structure apply magnetic field create expand vortex loop near surface type ii superconductor discuss']"
32,662,32_turbulence_turbulent_scale_velocity,"['turbulence', 'turbulent', 'scale', 'velocity', 'exponent', 'scaling', 'convection', 'intermittency', 'passive', 'flow']","['universal scale exponent shell model turbulence viscous effect finite size correction scale series recent work propose shell model turbulence exhibit inertial range scale exponent depend nature dissipative mechanism true imply similar phenomenon navi stoke turbulence finding cast strong doubt universality scale turbulence letter propose nonuniversalitie correction scaling disappear reynold number go infinity', 'probability density scale exponent moment longitudinal velocity difference strong turbulence consider case homogeneous isotropic turbulence differ mechanism turbulence generation advective term navi stoke burger equation similar propose longitudinal structure function homogeneous isotropic dimensional turbulence govern dimensional equation motion resemble burger equation strongly non local pressure contribution account galilean invariance break term result equation involve parameter take experimental datum scale exponent amplitude structure function excellent agreement experimental datum derive probability density function u u u accord symmetry property navi stoke equation decrease displacement probability density represent scale invariant form show smooth variation gaussian large scale close exponential function demonstrate onset small scale intermittency show accounting sub dominant contribution structure function crucial derivation amplitude moment velocity difference', 'turbulence amateur series lecture statistical turbulence write amateur expert elementary aspect problem turbulence dimensional navi stoke equation introduce property scalar turbulence transport phenomenon turbulent flow describe kraichnan model passive advection discuss bit precisely approach turbulent flow navi stoke equation cascade kolmogorov theory model statistical turbulence correlation function scaling deeply turbulent flow turbulence dimension dissipation dissipative anomaly fokker planck equation multifractal model scalar turbulence transport lagrangian trajectory kraichnan passive scalar model anomalous scaling universality lagrangian trajectory richardson law lagrangian flow kraichnan model slow mode breakdown lagrangian flow batchelor limit generalize lagrangian flow trajectory bundle']"
33,590,33_nucleon_pion_deuteron_scatter,"['nucleon', 'pion', 'deuteron', 'scatter', 'nn', 'scattering', 'elastic', 'exchange', 'chiral', 'reaction']","['chiral perturbation theory nucleon system low energy effective theory nuclear physics base chiral symmetry review topic discuss include nucleon nucleon force body potential isospin violation pion deuteron scattering proton neutron radiative capture pion photoproduction deuteron pion production proton proton collision', 'low energy pion nucleon scattering paper contain result analysis recent low energy pion nucleon scatter experiment obtain phase shift pion nucleon coupling constant estimate sigma term', 'pion nucleon scatter infinite momentum frame light field theory treatment chiral lagrangian apply pion nucleon nucleon nucleon scattering']"
34,585,34_higgs_boson_collider_cp,"['higgs', 'boson', 'collider', 'cp', 'production', 'decay', 'lhc', 'mssm', 'gev', 'higg']","['weakly couple higgs boson review search standard higgs boson higgs boson supersymmetric standard model higgs boson variety model present future collider', 'higgs particle standard model supersymmetric theory thesis present theoretical analysis property higgs boson standard model sm minimal supersymmetric extension mssm investigate lhc linear collider final goal reconstruction higgs potential verification higgs mechanism mssm higgs boson production process future collider calculate decay channel heavy scalar pseudoscalar higgs boson discover final state investigated mass range gev moderate large value channel provide heavy higgs boson discovery potential large value mechanism exploit linear collider measurement lifetime sm higgs boson intermediate mass range analyse mode lifetime higgs scalar mass gev determine error reconstruction higgs potential require measurement higgs self coupling sm mssm trilinear higgs self coupling accessible double triple higgs production theoretical analysis present relevant channel lhc linear collider high luminosity sm trilinear higgs self coupling measure accuracy gev linear collider mssm coupling light higgs boson extract continuum production trilinear higgs coupling measurable restricted range mssm parameter space lhc coupling probe resonant decay', 'production scalar higg pseudoscalar higgs multi higgs doublet model collider present effect heavy cp h cp odd higgs boson production cross section process energy mass pole higgs boson find interference h small mass gap one higgs boson continuum contribute cross section photon beam polarize observe helicity quark demonstrate framework minimal supersymmetric extension standard model h contribution sizable future collider small value method measure cp parity higgs boson present statistical significance detect higgs signal measure higgs cp parity evaluate']"
35,577,35_ray_seyfert_kev_agn,"['ray', 'seyfert', 'kev', 'agn', 'line', 'source', 'emission', 'rosat', 'asca', 'ngc']","['optical identification hard x ray source asca large sky survey report optical identification hard x ray source ax detect unbiased wide area survey kev band asca large sky survey x ray spectrum source hard reproduce power law component gamma sakano et al find galaxy mag near center error circle x ray source optical spectrum galaxy show narrow emission line ratio correspond type seyfert galaxy z imply absorption correct x ray luminosity erg kev mag radio point source associate center galaxy identify x ray source galaxy obscure agn hidden nature nucleus galaxy optical band consistent x ray spectrum result support idea obscure agn qso contribute significantly cosmic x ray background hard band faint flux level', 'discovery narrow line seyfert galaxy discover narrow line seyfert galaxy identify ultrasoft x ray source rx detect rosat present x ray optical spectral characteristic redshift find optical spectrum show fairly strong fe ii emission line x ray spectrum extremely steep power law index gamma great equal make extremely interesting example class agn low energy absorption variability observe soft x ray kev luminosity estimate time erg s depend spectral model', 'detection compact nuclear x ray emission ngc report result deep rosat pspc observation liner galaxy ngc bright source detect separate bright coincide center galaxy source show apparent x ray variability time scale minute hour rosat band simple power law model typical agn x ray spectra produce poor fit observed x ray spectrum nuclear source addition raymond smith component improve fit significantly consistent presence hot gas nuclear region kev addition compact nuclear source careful examination residual reveal apparent feature low energy kev find addition narrow emission line kev significant improvement parameterization spectrum examine result light accuracy pspc spectral calibration derive photon index similar seyfert galaxy measure rosat energy range hand kev luminosity compact source erg s fainter typical seyfert galaxy discuss implication result connection liner agn center source transient nature hard x ray spectrum photon index likely x ray binary ambiguity association galaxy locate galaxy kev luminosity great erg s make stellar mass black hole candidate']"
36,567,36_josephson_junction_superconductor_array,"['josephson', 'junction', 'superconductor', 'array', 'current', 'voltage', 'superconducte', 'normal', 'andreev', 'mesoscopic']","['theoretical study josephson current junction include ferromagnetic insulator property josephson junction include ferromagnetic insulate layer study theoretically calculate current show anomalous dependence magnitude exchange interaction interface josephson junction change junction increase magnitude exchange interaction', 'ac josephson effect superconducte d wave junction study theoretically ac josephson effect superconducte planar d wave junction insulate barrier assume present superconductor arbitrary strength property system depend orientation d wave superconductor calculate ac component josephson current arrangement substantial negative differential conductance presence mid gap state study robust feature finite temperature comment calculated current voltage curve compare experiment configuration small barrier strength find zero bias conductance peak multiple andreev reflection midgap state odd ac component strongly suppress absent arrangement absence lead doubling josephson frequency feature d wave order parameter change sign rotate recently theoretical report parallel current d wave case stationary josephson junction normal metal superconductor junction case appear current density parallel junction present example take place finally fairly complete account method discuss numerical calculation perform order produce current voltage curve', 'metastable voltage state couple josephson junction investigate chain capacitively couple josephson junction regime charge energy dominate josephson coupling exploit analogy system multi dimensional crystal find current voltage characteristic current drive chain staircase shape begin insulate non zero voltage plateau small current behavior differ qualitatively single junction bloch oscillation vanish dc voltage simple system effect observe consist grain connect junction theory explain result recent experiment josephson junction array']"
37,560,37_beam_linac_design_detector,"['beam', 'linac', 'design', 'detector', 'collider', 'accelerator', 'rf', 'calorimeter', 'muon', 'bunch']","['high brightness beam light source injector advanced photon source low energy undulator test line linac use exist linac particular light source injector free electron laser fel experiment common desire test fel short wavelength high brightness high current beam require high gain fel impose technical specification exist linac design meet need specialized diagnostic especially shoot shot datum acquisition demand substantial modification upgrade conventional linac improvement advanced photon source aps injector linac order produce characterize high brightness beam specifically effort direct generating beam suitable use low energy undulator test line leutl fel support fourth generation light source research enhancement linac technical diagnostic capability allow self amplify spontaneous emission sase operation fel nm describe recent result include detail technical system improvement electron beam measurement technique discuss linac capable accelerate beam mev nominal fel beam parameter follow mev energy rm energy spread um normalize rm emittance peak current nc charge ps fwhm bunch', 'spallation neutron source sns linac rf system sns linac accelerate average beam current ma energy mev linac pulse hz beam pulse ms mev linac use normal conduct cavity remain length linac use superconducte cavity linac operate mhz mev change mhz remainder paper give overview linac rf system overview include description configuration high power rf component hv converter modulator rf control issue tradeoff rf system discuss especially regard use pulse superconducte cavity', 'overview apt accelerator design accelerator apt project ma cw proton linac output energy mev high energy beam transport hebt convey beam raster expander provide large rectangular distribution target blanket t b assembly spallation neutron generate proton beam t b react produce tritium design apt linac integrate normal conducting sc proton linac machine architecture discuss nc linac consist kev injector mev mhz rfq radio frequency quadrupole mev mhz ccdtl couple cavity drift tube linac mhz ccl couple cavity linac output energy mev follow sc linac employ mhz elliptical niobium cell cavity accelerate beam final energy sc linac section optimize beam velocity b b section cryomodule contain cell cavity drive mw mhz klystron singlet fodo lattice nc linac transition doublet focus lattice sc linac conventional quadrupole magnet warm inter module space doublet lattice continue hebt overview current linac design present']"
38,542,38_simon_chern_brst_gauge,"['simon', 'chern', 'brst', 'gauge', 'abelian', 'theory', 'antifield', 'anomaly', 'quantization', 'yang']","['non renormalization property gauge theory chern simon term consider dimensional chern simon theory couple matter yang mills term validity trace identity play role local form callan symanzik equation order perturbation theory deduce vanishing associate chern simon coupling constant finiteness case yang mills chern simon theory main ingredient proof property noninvariance chern simon form gauge transformation result hold dimensional chern simon model general riemannian manifold', 'manifestly covariant action symmetric chern simon field theory study dimensional symmetric chern simon field theory general covariance turn original chern simon theory gauge fix action symmetric chern simon theory constraint algebra belong fully class constraint system abelian chern simon theory matter coupling study construction anyon operator ordering ambiguity help symmetric chern simon action finally shall discuss connection present symmetric formulation chern simon theory mechanism', 'chern simon geometrical set dimensional gauge theory dimensional yang mills gauge theory presence chern simon action see generate pure topological chern simon term nonlinear covariant redefinition gauge field']"
39,539,39_quantum_code_algorithm_computer,"['quantum', 'code', 'algorithm', 'computer', 'error', 'qubit', 'computation', 'gate', 'grover', 'nmr']","['error avoid quantum code dynamical stabilization grover algorithm error avoid quantum code present capable stabilize grover quantum search algorithm particular class coherent error error avoid code consist state factorizable computational basis furthermore redundancy small achievable general error correct quantum code saturate quantum hamming bind fact code consist factorizable state offer advantage implementation quantum gate error free subspace', 'algorithm ensemble quantum computer ensemble bulk quantum computation measurement qubit individual computer perform instead expectation value measure result limitation model computation important algorithm process directly computer modify provide modification exist protocol include algorithm universal fault tolerant computation shor factorization algorithm extend algorithm compute np function search algorithm enable process ensemble quantum computer', 'fault tolerant quantum computation constant error recently shor show perform fault tolerant quantum computation error probability logarithmically small improve bound describe fault tolerant quantum computation error probability small constant threshold cost polylogarithmic time space measurement quantum computation result hold quantum circuit operate near neighbor achieve noise resistance use concatenate quantum error correct code scheme present general work quantum code satisfy restriction code proper present explicit class proper quantum code example proper quantum code generalize classical secret sharing polynomial second use know class quantum code convert proper code class define field p element elementary quantum particle qubit qupit code threshold hopefully paper motivate search proper quantum code high threshold point quantum computation practical']"
40,526,40_entanglement_teleportation_state_quantum,"['entanglement', 'teleportation', 'state', 'quantum', 'qubit', 'channel', 'entangle', 'cloning', 'entangled', 'communication']","['entanglement formation arbitrary state qubit entanglement pure state pair quantum system define entropy member pair entanglement formation mixed state define minimum average entanglement ensemble pure state represent give mixed state early paper phy rev lett conjecture explicit formula entanglement formation pair binary quantum object qubit function density matrix prove formula true special class mixed state present paper extend proof arbitrary state system show construct entanglement minimize pure state decomposition', 'comment entanglement entropy new interpretation entanglement entropy propose entanglement entropy pure state respect division hilbert space subspace information transmit system interact system interact transmission medium quantum entanglement order support interpretation suggestive argument give variational principle entanglement thermodynamic quantum teleportation show quantum state have maximal entanglement entropy play important role quantum teleportation entanglement entropy sense index efficiency quantum teleportation finally implication information loss problem hawk radiation discuss', 'entanglement teleportation werner state transfer entanglement information study quantum teleportation unknown entangled state noisy quantum channel find quantum entanglement unknown state lose teleportation channel quantum correlate introduce fundamental parameter correlation information dissipate linearly teleportation noisy channel analyze transfer correlation information purity initial state important determine entanglement replica state']"
41,524,41_percolation_diffusion_exponent_reaction,"['percolation', 'diffusion', 'exponent', 'reaction', 'fractal', 'site', 'critical', 'random', 'probability', 'dimension']","['model anisotropic direct percolation propose simulation model study property direct percolation dimensional anisotropic random medium degree anisotropy model give ratio axis semi ellipse enclose bond promote percolation direction percolation simple model show average number bond site invariant equal independently result suggest sinai theorem propose originally isotropic percolation valid anisotropic direct percolation problem new invariant yield constant fractal dimension value find isotropic direct percolation', 'crossover direct percolation compact direct percolation study critical spread surface modify direct percolation model right site different occupation probability bulk vary probability growth edge critical exponent switch compact direct percolation class ordinary direct percolation conclude nonuniversality observe model multiple absorbing configuration explain simple surface effect', 'crossover percolation diffusion problem crossover percolation diffusion transport consider general scaling theory propose introduce phenomenologically critical exponent connect equation exponent completely new describe increase diffusion percolation threshold example exact solution dimensional lattice problem give case new exponent']"
42,515,42_electron_conductance_wire_gaas,"['electron', 'conductance', 'wire', 'gaas', 'noise', 'tunneling', 'shot', 'exciton', 'voltage', 'metallic']","['electron electron interaction dimensional dimensional tunneling derive evaluate expression dc tunneling conductance interact dimensional electron system non zero temperature possibility dependence tunnel conductance voltage temperature determine temperature dependent electron electron scattering rate fermi energy discuss finite electronic lifetime produce electron electron interaction calculate function temperature quasiparticle near fermi circle vertex correction random phase approximation substantially increase electronic scattering rate result excellent quantitative agreement experiment', 'spin property low density dimensional wire report conductance measurement ballistic dimensional wire define low dimensional electron gas gaas algaas double quantum low temperature additional structure conductance tend electron density decrease find evidence complete spin polarization weakly disorderd wire zero magnetic field observation conductance plateau strengthen plane magnetic field disappear increase electron density case study increase temperature structure occur suggest structure body spin state excite spin polarize electron gas low density spin degenerate electron gas high density', 'nonlinear voltage dependence shot noise mesoscopic degenerate conductor strong electron electron scattering show measurement zero frequency shot noise provide information electron electron interaction strong interaction result nonlinear voltage dependence shot noise metallic wire fact wiedemann franz law long valid case considerable electron electron interaction deviation law increase noise power dependent strongly ratio electron electron electron impurity scatter rate']"
43,478,43_chargino_neutralino_parity_signal,"['chargino', 'neutralino', 'parity', 'signal', 'production', 'slepton', 'collider', 'tevatron', 'susy', 'supersymmetric']","['search r parity violating decay supersymmetric particle collision search chargino neutralino scalar lepton pair production collision centre mass energy gev perform assumption r parity conserve decay coupling constant non negligible signal find data sample correspond integrated luminosity limit production cross section minimal supersymmetric standard model parameter mass supersymmetric particle derive', 'search chargino neutralino production gev lep search chargino neutralino predict supersymmetric theory perform data sample centre mass energy gev opal detector lep evidence particle find result combine previous opal chargino neutralino search low energy obtain limit exclusion region parameter minimal supersymmetric standard model determine framework low mass limit place light chargino light neutralino low mass limit light chargino assume heavy light neutralino gev gev case large universal scalar mass tev gev small compatible current limit sneutrino slepton mass low limit light neutralino mass gev tev gev minimum scenario mass limit high increase value interpretation limit term gluino scalar quark mass limit give', 'signal r parity violate supersymmetry gev collider investigate production chargino neutralino gev collider nlc study decay light neutralino decay multi fermion final state coupling conserve r parity coupling assume affect decay light neutralino detailed analysis possible signal background perform select point parameter space']"
44,459,44_qcd_quark_color_chiral,"['qcd', 'quark', 'color', 'chiral', 'flavor', 'condensate', 'gluon', 'instanton', 'phase', 'vacuum']","['high density qcd instanton instanton generate strong non perturbative interaction quark vacuum interaction lead chiral symmetry break generate constituent quark mass order mev observation force provide attraction scalar diquark channel lead prediction cold quark matter color superconductor gap large mev provide systematic treatment color superconductivity instanton model structure superconductor depend number flavor case flavor verify standard scenario provide improved calculation mass gap flavor ground state color flavor locked calculate chiral condensate high density phase function strange quark mass sharp transition phase finally mean field approximation investigate role instanton anti instanton molecule superconducte gap formation provide competitive mechanism chiral restoration finite density', 'qcd extreme condition wilsonian exact renormalization group introduction use nonperturbative flow equation strong interaction physics nonzero temperature baryon density investigate qcd phase diagram function temperature chemical potential baryon number quark mass linear quark meson model flavor renormalization group flow lead spontaneous chiral symmetry break vacuum symmetry restore second order phase transition high temperature vanish quark mass explicitly connect physics zero temperature realistic quark mass universal behavior near critical temperature chiral limit high density find chiral symmetry restore order transition result imply presence tricritical point long range correlation phase diagram end outlook density chiral transition qcd expect behave color superconductor low temperature', 'flavor qcd high density color flavor lock chiral symmetry break propose symmetry break scheme qcd massless quark high baryon density color flavor symmetry break diagonal subgroup formation condensate quark cooper pair discuss general property follow hypothesis include existence gap quark gluon excitation existence nambu goldstone boson excitation diquark condensate existence modify electromagnetic gauge interaction unbroken assign integral charge elementary excitation present mean field result hamiltonian interaction quark model induce single gluon exchange find gap order mev plausible value coupling discuss effect nonzero temperature nonzero quark mass instanton induce interaction result']"
45,459,45_halo_dark_galaxy_disk,"['halo', 'dark', 'galaxy', 'disk', 'matter', 'spiral', 'profile', 'rotation', 'mass', 'velocity']","['structure cold dark matter halo use n body simulation investigate structure dark halo standard cold dark matter cosmogony halo excise simulation cosmologically representative region resimulate individually high resolution study object mass range dwarf galaxy halo rich galaxy cluster spherically average density profile halo fit decade radius scale simple universal profile characteristic overdensity halo equivalently concentration correlate strongly halo mass way reflect mass dependence epoch halo formation halo profile approximately isothermal large range radius significantly shallow near center steep near virial radius match observed rotation curve disk galaxy require disk mass light ratio increase systematically luminosity suggest halo bright galaxy depend weakly galaxy luminosity circular velocity significantly low disk rotation speed explain luminosity dynamic uncorrelated observe sample binary galaxy satellite spiral system galaxy cluster halo model consistent presence giant arc observed structure intracluster medium suggest simple explanation disparate estimate cluster core radius find previous author result highlight shortcoming cdm model cdm halos concentrated consistent halo parameter infer dwarf irregular predict abundance galaxy halos large observe abundance galaxy', 'cosmological constraint rotation curve disk galaxy high resolution n body simulation remarkable similarity structure dark matter halo form dissipationless hierarchical clustering independent halo mass power spectrum cosmological parameter density profile dark halo accurately fit scale simple parameter profile parameter fit express mass characteristic density halo strongly correlate characteristic density directly proportional mean density universe time assembly halo low mass halo high characteristic density reflect high collapse redshift halo structure fit rotation curve large sample disk galaxy halo form standard cold dark matter cdm scenario centrally concentrated consistent rotation curve low surface brightness galaxy concentrated halo form low density flat cdm universe favor observation fit indicate dark halo important radius total mass strongly correlate luminosity galaxy model provide natural explanation disk halo conspiracy lack dependence tully fisher relation galaxy surface brightness', 'dark matter distribution disk galaxy use high quality optical rotation curve low luminosity disk galaxy obtain velocity profile surround dark matter halo find increase linearly radius stellar disk edge imply entire region star reside density dark halo constant property halo mass structure find similar claim number dwarf low surface brightness galaxy provide substantial evidence discrepancy halo mass distribution predict standard cold dark matter scenario actually detect galaxy find density profile propose burkert reproduce halo rotation curve halo central density core radius scale']"
46,451,46_algebra_conformal_vertex_virasoro,"['algebra', 'conformal', 'vertex', 'virasoro', 'module', 'operator', 'fusion', 'representation', 'modular', 'algebras']","['intertwine operator algebra vertex tensor category affine lie algebra apply general theory tensor product module vertex operator algebra develop paper hep hep hep q q q case wess zumino novikov witten model related model conformal field theory category module vertex operator algebra contain subalgebra isomorphic tensor product rational vertex operator algebra associate affine lie algebra intertwine operator module associativity property category natural structure vertex tensor category number relate result hold obtain corollary special case construction previously study braid tensor category structure category finite direct sum standard integrable high weight module fix positive integral level affine lie algebra', 'simple current extension vertex operator algebra consider vertex operator algebra extend abelian intertwine algebra family weak twisted module simple current associate semisimple weight primary vector case extension vertex operator algebra rationality extended algebra discuss result apply affine kac moody algebras order construct simple current explicitly extension vertex operator algebra associate integrable representation', 'regularity rational vertex operator algebra regular vertex operator algebra vertex operator algebra weak module grade direct sum ordinary irreducible module paper sufficient condition rational vertex operator algebra regular prove moonshine module vertex operator algebra vertex operator algebra associate integrable representation affine algebras level vertex operator algebra associate irreducible high weight representation discrete series virasoro algebra vertex operator algebra associate positive definite lattice regular result imply restrict integrable module level corresponding affine lie algebra direct sum irreducible high weight integrable module space general vertex algebra positive definite case establish complete reducibility weak module']"
47,451,47_dot_electron_quantum_blockade,"['dot', 'electron', 'quantum', 'blockade', 'conductance', 'coulomb', 'kondo', 'tunneling', 'peak', 'magnetic']","['scale coulomb energy quantum fluctuation charge quantum dot charge energy quantum dot measure effect potential conductance second dot technique allow measurement scaling dot charge energy conductance tunnel barrier lead dot find charge energy scale quadratically reflection probability barrier second experiment study transition single double dot exhibit scale behavior linear reflection probability observed power law agree recent theory', 'impurity kondo effect double quantum dot system effect interdot kinetic exchange coupling tunneling conductance quantum dot connect series leave right lead calculate numerical renormalization group method hopping dot increase small value follow state continuously appear kondo singlet state dot adjacent site lead ii singlet state local spin dot iii double occupancy bonding orbital dot conductance show peak transition region state especially peak boundary ii unitarity limit value coherent connection lead dot dot lead strongly correlate case characteristic energy scale coherent peak show anomalous decrease relate quantum critical transition know impurity kondo effect dot system new realization impurity kondo problem', 'solution equation quantum dot lattice coulomb interaction dot equation quantum dot lattice non cubic non bravais lattice build elliptical dot investigate coulomb interaction dot consider dipole approximation center mass coordinate different dot couple subsystem solve exactly provide phonon like collective excitation inter dot interaction involve single interaction parameter relative coordinate individual dot form decouple subsystem give rise intra dot excitation example calculate exactly electron dot emphasis lay qualitative effect like influence magnetic field lattice instability inter dot interaction ii closing gap low upper mode elliptical dot dot interaction iii kink single dot excitation energy versus magnetic field change ground state angular momentum show obtain strike qualitative effect simple cubic lattice spherical dot prove general version kohn theorem quantum dot lattice show observe effect electron interaction dot fir spectra breaking kohn theorem consider dot lattice dot specie different confinement tensor']"
48,442,48_microlensing_event_lens_microlense,"['microlensing', 'event', 'lens', 'microlense', 'macho', 'halo', 'lense', 'lmc', 'planet', 'machos']","['macho project year lmc microlensing result dark matter implication macho project search galactic dark matter form massive compact halo object machos million star large magellanic cloud lmc small magellanic cloud smc galactic bulge photometrically monitor attempt detect rare gravitational microlensing event cause invisible machos analysis year photometry million star lmc reveal candidate microlense event far event expect lense low mass star know galactic population event estimate optical depth lmc event day exceed optical depth expect known star compare optical depth predict standard halo compose entirely machos total mass lense population kpc galactic center event timescale yield probable macho mass value model dependent', 'recent development gravitational microlensing late macho result microlense galactic bulge review recent gravitational microlensing result eros macho ogle collaboration present detail late macho result galactic bulge macho collaboration discover excess microlensing event galactic bulge observe season preliminary analysis data suggest higher microlensing optical depth predict standard galactic model suggest model revise important implication structure galaxy dark halo show macho datum microlensing event detect substantially peak amplification detection parallax effect microlensing event caustic crossing resolve microlensing event', 'gravitational microlensing result macho macho project search dark matter form massive compact halo object machos monitor brightness million star magellanic cloud search gravitational microlensing event analysis year datum million star lmc yield candidate microlense event excess event expect lense know low mass star event timescale range day estimate optical depth x half expect standard halo likelihood analysis indicate typical lens mass suggest old white dwarf']"
49,439,49_supersymmetric_gauge_theory_duality,"['supersymmetric', 'gauge', 'theory', 'duality', 'yang', 'instanton', 'mills', 'seiberg', 'superpotential', 'hypermultiplet']","['low energy effective action super yang mills theory consider supersymmetric yang mills theory formulate term superfield harmonic superspace background field method define manifestly gauge invariant supersymmetric effective action depend strength superfield develop general procedure calculation loop approximation explicit form effective action find case gauge group break', 'd e singularity prepotential supersymmetric yang mills theory calculate instanton correction effective prepotential supersymmetric yang mills theory d e gauge group seiberg witten geometry construct spectral curve affine toda lattice instanton contribution determine explicitly solve gauss manin system associate d e singularity result complete agreement one obtain microscopic instanton calculation', 'geometry moduli space vacuum supersymmetric yang mills theory consider generic property modulus space vacuum supersymmetric yang mill theory recently study seiberg witten find general ground picard fuchs type differential equation express existence flat holomorphic connection parameter gauge group g second order equation case couple gravity string theory gravitational electric magnetic monopole present electric magnetic s duality quantum correction long relate supersymmetric theory']"
